bin,k,q_squared,t,x_b,W,phi,sigma,sigma_stat_plus,sigma_stat_minus,sigma_sys_plus,sigma_sys_minus,BSA,sig_BSA,link
,10.6,2.67229,-0.188642,0.191549,,1.75432,,,,,,-0.074079,0.126017,
,10.6,2.68548,-0.186256,0.187338,,2.05186,,,,,,0.398464,0.0922954,
,10.6,2.6618,-0.192357,0.188151,,2.29153,,,,,,0.0549948,0.104082,
,10.6,2.67057,-0.188838,0.187555,,2.47942,,,,,,0.0379981,0.123365,
,10.6,2.64436,-0.197125,0.18463,,2.7066,,,,,,0.0246008,0.104048,
,10.6,2.65946,-0.198054,0.185083,,2.97753,,,,,,0.252805,0.0955445,
,10.6,2.68197,-0.193446,0.186247,,3.35057,,,,,,0.0709555,0.107379,
,10.6,2.65433,-0.187201,0.187521,,3.84568,,,,,,-0.137818,0.119353,
,10.6,2.60651,-0.172825,0.168898,,5.35462,,,,,,0.0133442,0.144004,
,10.6,2.66915,-0.180733,0.171349,,5.57032,,,,,,-0.198793,0.0740834,
,10.6,2.69421,-0.183656,0.175058,,5.7533,,,,,,-0.0903145,0.0426911,
,10.6,2.72978,-0.17753,0.178899,,5.93715,,,,,,-0.0630041,0.0343543,
,10.6,2.73802,-0.174067,0.181241,,6.15791,,,,,,-0.0186581,0.0261404,
,10.6,2.77461,-0.21288,0.26923,,0.0952529,,,,,,0.0808242,0.0579834,
,10.6,2.75666,-0.210026,0.266732,,0.285196,,,,,,0.0498451,0.053069,
,10.6,2.75534,-0.214552,0.266115,,0.46863,,,,,,0.245789,0.0481858,
,10.6,2.76163,-0.20917,0.263189,,0.656457,,,,,,0.174913,0.0598703,
,10.6,2.75518,-0.211026,0.26365,,0.842231,,,,,,0.24937,0.0656863,
,10.6,2.78365,-0.202371,0.256635,,1.03662,,,,,,0.292916,0.0828488,
,10.6,2.81951,-0.204611,0.249598,,1.22397,,,,,,0.452921,0.0713105,
,10.6,2.81523,-0.211478,0.246572,,1.41095,,,,,,0.456999,0.0994503,
,10.6,2.84718,-0.215705,0.245703,,1.60052,,,,,,0.415593,0.0887428,
,10.6,2.86217,-0.210445,0.239403,,1.83127,,,,,,0.347293,0.0967296,
,10.6,2.85945,-0.221201,0.238598,,2.24213,,,,,,0.111778,0.111365,
,10.6,2.8105,-0.239814,0.252152,,2.81331,,,,,,0.0277534,0.111832,
,10.6,2.8624,-0.238505,0.254263,,3.45938,,,,,,-0.0252911,0.125949,
,10.6,2.7921,-0.233075,0.247323,,4.07663,,,,,,-0.102826,0.157785,
,10.6,2.77011,-0.214653,0.251303,,4.71899,,,,,,-0.428299,0.0970869,
,10.6,2.78667,-0.214464,0.267904,,5.13566,,,,,,-0.24965,0.120461,
,10.6,2.77766,-0.20765,0.271115,,5.42224,,,,,,-0.429358,0.0970654,
,10.6,2.76762,-0.210423,0.271359,,5.6271,,,,,,-0.25328,0.0887071,
,10.6,2.79367,-0.210193,0.268908,,5.81987,,,,,,-0.154128,0.0718127,
,10.6,2.77567,-0.214666,0.268514,,6.0025,,,,,,-0.168025,0.0631117,
,10.6,2.78433,-0.213681,0.267567,,6.1896,,,,,,-0.124973,0.0570749,
,10.6,2.81292,-0.313099,0.384578,,0.0956667,,,,,,-0.0361733,0.121591,
,10.6,2.80543,-0.317424,0.380267,,0.284402,,,,,,0.261019,0.122591,
,10.6,2.86749,-0.311141,0.379079,,0.510837,,,,,,0.397282,0.100769,
,10.6,2.79208,-0.309638,0.373879,,0.766109,,,,,,0.386272,0.111955,
,10.6,2.82525,-0.31851,0.383034,,1.13999,,,,,,0.218277,0.131252,
,10.6,2.82644,-0.321806,0.391167,,1.68976,,,,,,0.224581,0.13411,
,10.6,2.91324,-0.323214,0.404629,,4.17818,,,,,,-0.302817,0.20342,
,10.6,2.78727,-0.322635,0.395749,,4.83159,,,,,,0.10111,0.239307,
,10.6,2.81472,-0.31466,0.385286,,5.43318,,,,,,0.0860263,0.188882,
,10.6,2.82763,-0.303285,0.379828,,5.77963,,,,,,-0.308334,0.129112,
,10.6,2.80588,-0.315185,0.382089,,6.00165,,,,,,-0.250907,0.152225,
,10.6,2.84254,-0.310153,0.383625,,6.19299,,,,,,-0.0129932,0.138408,
,10.6,2.68765,-0.314778,0.19356,,0.0946275,,,,,,0.0583874,0.0319459,
,10.6,2.72495,-0.313135,0.190759,,0.286969,,,,,,0.0440803,0.0308769,
,10.6,2.74313,-0.32404,0.185028,,0.474272,,,,,,0.13747,0.025447,
,10.6,2.71867,-0.324122,0.177281,,0.645376,,,,,,0.141181,0.0362184,
,10.6,2.66649,-0.317711,0.171236,,0.82197,,,,,,0.169704,0.0823462,
,10.6,2.6413,-0.302586,0.191846,,1.33484,,,,,,0.147465,0.128223,
,10.6,2.69327,-0.316342,0.189596,,1.69661,,,,,,0.144965,0.107699,
,10.6,2.66339,-0.318831,0.188174,,1.95332,,,,,,0.161405,0.100167,
,10.6,2.68598,-0.325707,0.189362,,2.2083,,,,,,0.261222,0.0875254,
,10.6,2.67872,-0.314915,0.185896,,2.41742,,,,,,0.0637989,0.0964827,
,10.6,2.68086,-0.319701,0.18697,,2.61183,,,,,,-0.0629752,0.103206,
,10.6,2.69032,-0.316743,0.18727,,2.79327,,,,,,0.0628149,0.106906,
,10.6,2.66565,-0.321343,0.184819,,2.97194,,,,,,0.00280114,0.128606,
,10.6,2.69726,-0.322204,0.18759,,3.20305,,,,,,-0.026756,0.108291,
,10.6,2.6232,-0.323898,0.185323,,3.49513,,,,,,-0.109882,0.111147,
,10.6,2.66935,-0.320315,0.190168,,3.84888,,,,,,-0.212612,0.123232,
,10.6,2.66704,-0.341584,0.185957,,4.36569,,,,,,-0.0928852,0.12902,
,10.6,2.64997,-0.350462,0.187828,,4.78406,,,,,,-0.356052,0.10666,
,10.6,2.64142,-0.312595,0.173277,,5.37128,,,,,,-0.227424,0.104431,
,10.6,2.70404,-0.324595,0.175369,,5.57793,,,,,,-0.19299,0.0414201,
,10.6,2.74198,-0.324144,0.182026,,5.74937,,,,,,-0.124836,0.0284176,
,10.6,2.73156,-0.319004,0.189277,,5.93241,,,,,,-0.0489565,0.0291163,
,10.6,2.68861,-0.315664,0.192673,,6.14915,,,,,,0.032278,0.02894,
,10.6,2.94445,-0.362211,0.244281,,0.0920231,,,,,,0.115349,0.046546,
,10.6,2.92406,-0.369976,0.251725,,0.281369,,,,,,0.0736026,0.0484537,
,10.6,2.8522,-0.362876,0.264831,,0.465029,,,,,,0.30672,0.0582883,
,10.6,2.81151,-0.354912,0.271478,,0.655771,,,,,,0.226392,0.0781896,
,10.6,2.78847,-0.35918,0.272271,,0.845137,,,,,,0.250551,0.0876332,
,10.6,2.78608,-0.349245,0.268107,,1.07511,,,,,,0.406645,0.0893332,
,10.6,2.8402,-0.345152,0.253743,,1.2906,,,,,,0.340779,0.0880359,
,10.6,2.80535,-0.350174,0.25459,,1.46594,,,,,,0.245541,0.107027,
,10.6,2.81611,-0.357343,0.251235,,1.66292,,,,,,0.236361,0.0910811,
,10.6,2.84305,-0.347843,0.245512,,1.85466,,,,,,0.370924,0.106474,
,10.6,2.80524,-0.353305,0.248873,,2.06369,,,,,,0.337187,0.113928,
,10.6,2.82452,-0.371145,0.254672,,2.29476,,,,,,0.109135,0.12275,
,10.6,2.8402,-0.353401,0.244183,,2.48392,,,,,,0.269338,0.103005,
,10.6,2.82839,-0.370314,0.245962,,2.70074,,,,,,0.253529,0.102543,
,10.6,2.83655,-0.366176,0.246012,,2.95627,,,,,,0.0682678,0.105619,
,10.6,2.84559,-0.380546,0.252005,,3.20956,,,,,,0.20417,0.109167,
,10.6,2.79202,-0.385413,0.254393,,3.46215,,,,,,0.126958,0.111001,
,10.6,2.82904,-0.370584,0.251657,,3.73393,,,,,,-0.0576792,0.120167,
,10.6,2.82452,-0.361451,0.255805,,4.08145,,,,,,-0.29913,0.125427,
,10.6,2.87758,-0.374907,0.258988,,4.53245,,,,,,-0.414196,0.117978,
,10.6,2.86784,-0.370232,0.254216,,4.98032,,,,,,-0.349038,0.126049,
,10.6,2.82067,-0.373394,0.259414,,5.27035,,,,,,-0.159716,0.121645,
,10.6,2.89501,-0.36791,0.268882,,5.63035,,,,,,-0.125003,0.128193,
,10.6,2.93935,-0.361283,0.251829,,5.88938,,,,,,-0.21333,0.0868961,
,10.6,2.93081,-0.365864,0.248336,,6.13446,,,,,,-0.0581009,0.0367589,
,10.6,2.85933,-0.460286,0.373342,,0.086753,,,,,,0.196656,0.123095,
,10.6,2.82686,-0.482441,0.382685,,0.285335,,,,,,0.103918,0.131921,
,10.6,2.80303,-0.459994,0.375674,,0.507376,,,,,,0.174353,0.123937,
,10.6,2.86824,-0.452738,0.380764,,0.712145,,,,,,0.021188,0.149757,
,10.6,2.84124,-0.46626,0.37565,,0.992169,,,,,,0.107314,0.17237,
,10.6,2.80557,-0.486404,0.384365,,1.49646,,,,,,0.347264,0.155313,
,10.6,2.91059,-0.511006,0.400532,,2.09241,,,,,,-0.0191113,0.160996,
,10.6,2.95765,-0.515398,0.393929,,2.68686,,,,,,0.604206,0.109218,
,10.6,2.78716,-0.495315,0.388439,,4.02121,,,,,,0.01462,0.18444,
,10.6,2.80251,-0.510627,0.398171,,4.71026,,,,,,-0.608561,0.308517,
,10.6,2.81155,-0.471921,0.386121,,5.32968,,,,,,-0.507178,0.252349,
,10.6,2.85991,-0.475683,0.386873,,5.77096,,,,,,-0.208043,0.129282,
,10.6,2.82105,-0.471882,0.38491,,6.00828,,,,,,-0.0911272,0.114589,
,10.6,2.81114,-0.492988,0.385662,,6.19189,,,,,,0.0323606,0.108437,
,10.6,2.5434,-0.492541,0.202653,,0.144072,,,,,,0.0251759,0.0781657,
,10.6,2.61956,-0.56083,0.1968,,0.360355,,,,,,0.0784711,0.0501879,
,10.6,2.71861,-0.600173,0.185303,,0.541379,,,,,,0.133648,0.030549,
,10.6,2.71554,-0.564599,0.176928,,0.696581,,,,,,0.107609,0.055089,
,10.6,2.67001,-0.603379,0.180621,,0.986054,,,,,,0.412484,0.167447,
,10.6,2.74153,-0.57725,0.190032,,1.81117,,,,,,0.0957481,0.147789,
,10.6,2.72765,-0.591481,0.189437,,2.26443,,,,,,0.0806587,0.106255,
,10.6,2.67656,-0.575588,0.189272,,2.58262,,,,,,0.117655,0.122767,
,10.6,2.67633,-0.579274,0.189005,,2.82121,,,,,,-0.00831978,0.119372,
,10.6,2.68586,-0.586829,0.187442,,3.09607,,,,,,-0.0198615,0.131796,
,10.6,2.66942,-0.566777,0.1905,,3.54444,,,,,,-0.0432112,0.137019,
,10.6,2.68932,-0.583323,0.184111,,4.29474,,,,,,-0.238416,0.109733,
,10.6,2.68656,-0.596926,0.186329,,4.66152,,,,,,-0.145521,0.100432,
,10.6,2.66756,-0.604086,0.190192,,4.90312,,,,,,-0.249366,0.110324,
,10.6,2.65429,-0.571964,0.182126,,5.38362,,,,,,-0.0736565,0.10894,
,10.6,2.72148,-0.572843,0.179499,,5.64258,,,,,,-0.155127,0.0404981,
,10.6,2.70482,-0.591326,0.190381,,5.79823,,,,,,-0.156104,0.0319755,
,10.6,2.59472,-0.537209,0.199591,,5.98196,,,,,,-0.155465,0.0555794,
,10.6,2.52705,-0.49531,0.203113,,6.17793,,,,,,-0.333651,0.0983737,
,10.6,2.81153,-0.619397,0.240173,,0.0937657,,,,,,0.0792092,0.0393574,
,10.6,2.8929,-0.625413,0.235104,,0.282175,,,,,,0.0764758,0.0458828,
,10.6,2.99682,-0.622663,0.230903,,0.455119,,,,,,0.14198,0.0613089,
,10.6,2.87347,-0.611622,0.264926,,0.80315,,,,,,0.17364,0.139989,
,10.6,2.82407,-0.625073,0.261212,,1.39582,,,,,,0.350738,0.13982,
,10.6,2.79973,-0.597333,0.262393,,1.78409,,,,,,0.255801,0.133757,
,10.6,2.80149,-0.628247,0.259189,,2.05741,,,,,,-0.0571804,0.148746,
,10.6,2.81388,-0.641607,0.26475,,2.3668,,,,,,0.324094,0.121484,
,10.6,2.79021,-0.609886,0.264682,,2.60138,,,,,,0.0155559,0.140999,
,10.6,2.80933,-0.648664,0.269733,,2.79942,,,,,,-0.0129524,0.151569,
,10.6,2.77363,-0.667762,0.255403,,3.01037,,,,,,0.136396,0.125207,
,10.6,2.7629,-0.611344,0.262756,,3.26866,,,,,,-0.165102,0.113672,
,10.6,2.76131,-0.635275,0.264672,,3.51398,,,,,,0.163303,0.135034,
,10.6,2.80536,-0.639704,0.257378,,3.79796,,,,,,0.215648,0.134367,
,10.6,2.7916,-0.632082,0.260282,,4.22496,,,,,,-0.305416,0.139958,
,10.6,2.86196,-0.642802,0.249182,,4.67697,,,,,,-0.275136,0.136149,
,10.6,2.83444,-0.652312,0.24828,,4.99321,,,,,,-0.458816,0.114695,
,10.6,2.80047,-0.638457,0.248634,,5.24964,,,,,,-0.340309,0.104904,
,10.6,2.75549,-0.660044,0.25714,,5.43302,,,,,,-0.21507,0.102344,
,10.6,2.94699,-0.653695,0.242502,,5.67195,,,,,,-0.35309,0.123278,
,10.6,2.97211,-0.65152,0.225221,,5.88491,,,,,,-0.0796444,0.0571273,
,10.6,2.83714,-0.620906,0.236214,,6.12495,,,,,,-0.0603141,0.0307155,
,10.6,2.80337,-0.735245,0.381658,,0.0887072,,,,,,0.177031,0.114857,
,10.6,2.91466,-0.727344,0.384279,,0.369572,,,,,,0.105824,0.138207,
,10.6,2.87823,-0.730371,0.386225,,0.842264,,,,,,0.504912,0.225255,
,10.6,2.81224,-0.746805,0.401559,,1.5318,,,,,,-0.176651,0.272971,
,10.6,2.82126,-0.76089,0.388486,,2.01951,,,,,,-0.181869,0.179937,
,10.6,2.80848,-0.764838,0.375555,,2.54828,,,,,,-0.00967043,0.19181,
,10.6,2.90744,-0.743894,0.372653,,3.21377,,,,,,-0.43267,0.22445,
,10.6,2.75701,-0.741594,0.366234,,3.78857,,,,,,-0.221404,0.231701,
,10.6,2.77741,-0.746224,0.391516,,4.44574,,,,,,-0.0850938,0.200173,
,10.6,2.8109,-0.780089,0.385929,,5.13248,,,,,,-0.221054,0.235251,
,10.6,2.85491,-0.716768,0.392085,,5.79623,,,,,,-0.0936543,0.176012,
,10.6,2.85935,-0.724855,0.378622,,6.16243,,,,,,-0.0694834,0.123396,
,10.6,2.6742,-1.66981,0.183195,,0.189062,,,,,,0.0692929,0.0891558,
,10.6,2.67392,-1.11419,0.188704,,0.423035,,,,,,0.0545483,0.0580326,
,10.6,2.76638,-1.01254,0.184629,,0.57292,,,,,,0.204003,0.085067,
,10.6,2.61927,-1.15017,0.183988,,1.11462,,,,,,0.201962,0.17688,
,10.6,2.7317,-1.45101,0.190573,,2.87867,,,,,,-0.0302977,0.217843,
,10.6,2.67325,-0.976462,0.187734,,4.79917,,,,,,-0.0656326,0.141314,
,10.6,2.75926,-1.15285,0.186312,,5.54188,,,,,,-0.146145,0.141808,
,10.6,2.71044,-1.06344,0.186268,,5.82034,,,,,,0.0301089,0.0542717,
,10.6,2.63671,-1.52602,0.188331,,5.97298,,,,,,0.168602,0.0808834,
,10.6,2.68636,-1.8222,0.184326,,6.1773,,,,,,-0.0847305,0.115573,
,10.6,2.7769,-1.38495,0.273907,,0.0926961,,,,,,-0.145514,0.0974333,
,10.6,2.81489,-1.25355,0.249717,,0.284348,,,,,,0.0833711,0.0560915,
,10.6,2.98037,-1.12569,0.229752,,0.448828,,,,,,0.169593,0.0997444,
,10.6,2.79206,-1.31382,0.258293,,0.802391,,,,,,0.272393,0.11562,
,10.6,2.76979,-1.51496,0.259385,,1.26488,,,,,,0.118556,0.151613,
,10.6,2.79701,-1.33112,0.259231,,1.90065,,,,,,0.0431,0.298643,
,10.6,2.84216,-1.3499,0.272645,,2.46675,,,,,,0.231928,0.137675,
,10.6,2.81186,-1.30452,0.274856,,2.85716,,,,,,-0.0295583,0.14673,
,10.6,2.80967,-1.25191,0.265515,,3.23532,,,,,,0.0267461,0.159911,
,10.6,2.78849,-1.33347,0.268441,,3.74575,,,,,,0.0870715,0.182805,
,10.6,2.72034,-1.63038,0.271383,,4.40522,,,,,,0.0185462,0.176053,
,10.6,2.90407,-1.32821,0.255774,,4.88939,,,,,,0.0961363,0.165154,
,10.6,2.77978,-1.189,0.26102,,5.30361,,,,,,-0.228615,0.142159,
,10.6,2.79853,-1.404,0.264189,,5.62508,,,,,,-0.104514,0.124091,
,10.6,2.90526,-1.17522,0.236066,,5.89616,,,,,,-0.125472,0.0715106,
,10.6,2.79955,-1.3142,0.264777,,6.0871,,,,,,-0.0531918,0.0446285,
,10.6,2.87581,-1.59136,0.38636,,0.241489,,,,,,-0.100172,0.16518,
,10.6,2.90514,-1.34145,0.385435,,2.14162,,,,,,0.171526,0.255922,
,10.6,2.86465,-1.3552,0.37566,,4.12494,,,,,,0.0126767,0.304294,
,10.6,2.8826,-1.37344,0.394314,,5.41746,,,,,,-0.325731,0.279474,
,10.6,2.81043,-1.47188,0.378146,,5.91723,,,,,,-0.208727,0.150423,
,10.6,3.59454,-0.218784,0.245952,,0.0921145,,,,,,0.0511268,0.0567556,
,10.6,3.59232,-0.220492,0.250572,,0.278015,,,,,,0.1181,0.0665383,
,10.6,3.55439,-0.22286,0.257913,,0.463847,,,,,,-0.0987349,0.0837053,
,10.6,3.61191,-0.230707,0.276278,,0.649924,,,,,,-0.0192093,0.119121,
,10.6,3.65321,-0.235562,0.288552,,0.843554,,,,,,0.364558,0.0968653,
,10.6,3.60922,-0.236788,0.2811,,1.03583,,,,,,-0.0724256,0.125285,
,10.6,3.73132,-0.244955,0.28086,,1.22691,,,,,,0.383826,0.0988174,
,10.6,3.72354,-0.235979,0.272365,,1.41398,,,,,,0.0906635,0.124786,
,10.6,3.61621,-0.232633,0.261615,,1.64826,,,,,,0.363537,0.0934185,
,10.6,3.65412,-0.239369,0.256283,,2.07215,,,,,,0.353897,0.0823257,
,10.6,3.70692,-0.242554,0.265014,,2.70243,,,,,,-0.0976375,0.108626,
,10.6,3.79085,-0.250534,0.272912,,3.27769,,,,,,0.0210035,0.127069,
,10.6,3.80553,-0.253241,0.283992,,3.9092,,,,,,-0.0340068,0.136369,
,10.6,3.73343,-0.246456,0.274831,,4.60671,,,,,,-0.193045,0.164653,
,10.6,3.6626,-0.243591,0.294325,,5.26475,,,,,,-0.361004,0.132202,
,10.6,3.53478,-0.224856,0.269155,,5.63857,,,,,,-0.186677,0.128481,
,10.6,3.59233,-0.225093,0.256319,,5.81813,,,,,,-0.158087,0.101202,
,10.6,3.58338,-0.219306,0.251923,,6.0053,,,,,,-0.10079,0.0645162,
,10.6,3.60944,-0.218566,0.247949,,6.19081,,,,,,0.00285165,0.0571805,
,10.6,4.03984,-0.339799,0.403687,,0.0981302,,,,,,0.0470818,0.100447,
,10.6,4.12049,-0.351181,0.408594,,0.284306,,,,,,0.251311,0.0932028,
,10.6,3.9869,-0.351376,0.409415,,0.471897,,,,,,0.322697,0.0941658,
,10.6,3.97994,-0.335099,0.396169,,0.656792,,,,,,0.321751,0.125553,
,10.6,4.13633,-0.335051,0.396451,,0.849009,,,,,,0.250937,0.139276,
,10.6,4.11735,-0.352689,0.413267,,1.05609,,,,,,0.341578,0.113736,
,10.6,4.05327,-0.354331,0.414491,,1.35142,,,,,,0.239653,0.106293,
,10.6,4.03989,-0.343084,0.410003,,1.66214,,,,,,-0.161205,0.186346,
,10.6,4.11293,-0.356158,0.413031,,2.07836,,,,,,0.141065,0.126012,
,10.6,4.08885,-0.361159,0.416409,,2.61172,,,,,,0.101678,0.148114,
,10.6,4.13981,-0.341754,0.391981,,3.33815,,,,,,0.111447,0.136142,
,10.6,4.18476,-0.374345,0.429622,,4.01788,,,,,,-0.371198,0.208519,
,10.6,4.1293,-0.38912,0.4391,,4.62448,,,,,,0.0557152,0.125606,
,10.6,4.16894,-0.378231,0.431212,,4.98412,,,,,,-0.32379,0.135149,
,10.6,4.06827,-0.353863,0.415412,,5.32218,,,,,,-0.0766788,0.134883,
,10.6,4.06593,-0.357535,0.420983,,5.59995,,,,,,-0.0782862,0.144032,
,10.6,3.99981,-0.33616,0.401046,,5.81591,,,,,,-0.167092,0.130196,
,10.6,3.99239,-0.334421,0.39286,,6.00053,,,,,,-0.204259,0.125983,
,10.6,4.02114,-0.334588,0.393529,,6.18526,,,,,,-0.0364136,0.0893972,
,10.6,3.83353,-0.367132,0.257263,,0.095493,,,,,,0.00693138,0.0325433,
,10.6,3.76305,-0.364953,0.252209,,0.2809,,,,,,0.087272,0.0340124,
,10.6,3.66942,-0.362193,0.24679,,0.461172,,,,,,0.170162,0.0393496,
,10.6,3.58717,-0.369196,0.252162,,0.646582,,,,,,0.26366,0.0727745,
,10.6,3.67632,-0.377406,0.287791,,0.837572,,,,,,0.28674,0.107549,
,10.6,3.82094,-0.372521,0.28776,,1.12471,,,,,,0.47386,0.073866,
,10.6,3.81039,-0.376041,0.283625,,1.35395,,,,,,0.45042,0.0970223,
,10.6,3.71794,-0.3676,0.273514,,1.53943,,,,,,0.345713,0.0893954,
,10.6,3.79996,-0.377145,0.270596,,1.72598,,,,,,0.29542,0.0923348,
,10.6,3.72272,-0.372177,0.263612,,1.94035,,,,,,0.275971,0.0965019,
,10.6,3.74234,-0.375504,0.269651,,2.22987,,,,,,0.372968,0.086854,
,10.6,3.70642,-0.394797,0.269671,,2.51381,,,,,,0.337962,0.0892684,
,10.6,3.76325,-0.377462,0.26774,,2.82639,,,,,,0.190433,0.107669,
,10.6,3.76312,-0.392843,0.273294,,3.17002,,,,,,0.0174803,0.099779,
,10.6,3.69682,-0.380097,0.272455,,3.55008,,,,,,-0.133777,0.117863,
,10.6,3.76007,-0.38217,0.27695,,4.05932,,,,,,-0.16055,0.11077,
,10.6,3.68516,-0.382781,0.260791,,4.46237,,,,,,-0.246107,0.110439,
,10.6,3.78576,-0.384913,0.2758,,4.84337,,,,,,-0.00921451,0.134881,
,10.6,3.81826,-0.408254,0.28655,,5.19753,,,,,,-0.179358,0.113728,
,10.6,3.58462,-0.368889,0.236877,,5.57974,,,,,,-0.194413,0.118869,
,10.6,3.67002,-0.369486,0.240151,,5.76052,,,,,,-0.11886,0.0496108,
,10.6,3.72571,-0.364439,0.24711,,5.94057,,,,,,-0.0609675,0.0377428,
,10.6,3.81845,-0.367768,0.257338,,6.15781,,,,,,-0.0363415,0.029286,
,10.6,3.94979,-0.504114,0.397752,,0.0908405,,,,,,0.0409622,0.0890549,
,10.6,3.98935,-0.501315,0.396308,,0.288087,,,,,,0.0499413,0.086866,
,10.6,4.04751,-0.499357,0.394819,,0.468782,,,,,,0.166798,0.0891173,
,10.6,4.08778,-0.499687,0.393006,,0.655218,,,,,,0.200614,0.0973993,
,10.6,4.04592,-0.481603,0.388934,,0.84398,,,,,,0.2559,0.105491,
,10.6,4.04401,-0.50986,0.400564,,1.06975,,,,,,0.213033,0.112751,
,10.6,4.09941,-0.529595,0.42287,,1.31354,,,,,,0.13666,0.14538,
,10.6,4.11193,-0.520022,0.410907,,1.59072,,,,,,0.0778052,0.171202,
,10.6,4.06938,-0.532219,0.410838,,2.06584,,,,,,0.475538,0.124285,
,10.6,4.02596,-0.504526,0.379924,,2.68062,,,,,,-0.137962,0.179284,
,10.6,4.05173,-0.494095,0.381302,,3.37619,,,,,,0.06605,0.124123,
,10.6,4.11021,-0.539906,0.412862,,3.97035,,,,,,-0.192334,0.163466,
,10.6,4.13786,-0.525217,0.407378,,4.56693,,,,,,-0.264531,0.147559,
,10.6,4.11689,-0.496055,0.396058,,5.07341,,,,,,-0.259074,0.146275,
,10.6,4.00842,-0.519297,0.411225,,5.49422,,,,,,-0.198411,0.125525,
,10.6,4.07976,-0.505882,0.402362,,5.78813,,,,,,-0.317473,0.105706,
,10.6,3.97587,-0.505082,0.398688,,6.00315,,,,,,-0.101644,0.0847821,
,10.6,3.99675,-0.494432,0.395907,,6.19028,,,,,,0.0899351,0.078757,
,10.6,3.95234,-0.632003,0.282663,,0.0969459,,,,,,0.0787965,0.0392041,
,10.6,3.94007,-0.639229,0.273747,,0.287311,,,,,,0.0302982,0.0383737,
,10.6,3.87067,-0.634519,0.257403,,0.469087,,,,,,0.0761432,0.0360484,
,10.6,3.68389,-0.621864,0.241742,,0.631774,,,,,,0.178237,0.066638,
,10.6,3.73921,-0.614114,0.283559,,1.11061,,,,,,0.171662,0.113116,
,10.6,3.88028,-0.618029,0.280104,,1.59044,,,,,,0.173902,0.110484,
,10.6,3.80079,-0.636799,0.270093,,1.91221,,,,,,-0.0302342,0.132991,
,10.6,3.76247,-0.630288,0.275991,,2.30207,,,,,,0.342648,0.10418,
,10.6,3.78063,-0.646676,0.283229,,2.63764,,,,,,0.113748,0.115129,
,10.6,3.69353,-0.668824,0.273253,,2.88045,,,,,,-0.023495,0.118537,
,10.6,3.71966,-0.650101,0.281247,,3.20398,,,,,,-0.00157981,0.125757,
,10.6,3.70393,-0.650263,0.283634,,3.59154,,,,,,0.145221,0.129775,
,10.6,3.70146,-0.649205,0.270109,,4.17357,,,,,,-0.126623,0.123021,
,10.6,3.79775,-0.651344,0.267569,,4.56326,,,,,,-0.222095,0.10392,
,10.6,3.79567,-0.640514,0.263135,,4.81274,,,,,,0.0560238,0.124762,
,10.6,3.72755,-0.672219,0.271869,,5.02365,,,,,,-0.150521,0.119026,
,10.6,3.77829,-0.661014,0.289723,,5.3207,,,,,,-0.297347,0.101156,
,10.6,3.72505,-0.632044,0.24494,,5.64727,,,,,,-0.136018,0.0759954,
,10.6,3.85497,-0.641817,0.25641,,5.81431,,,,,,-0.153913,0.0345073,
,10.6,3.96633,-0.641071,0.275325,,5.99572,,,,,,-0.150506,0.0356473,
,10.6,3.97366,-0.62997,0.283567,,6.18349,,,,,,-0.0328286,0.0394154,
,10.6,4.16946,-0.796503,0.414689,,0.0842596,,,,,,0.144509,0.0921526,
,10.6,4.04943,-0.767034,0.400755,,0.277027,,,,,,0.261773,0.10774,
,10.6,4.06625,-0.749145,0.409173,,0.477088,,,,,,0.189717,0.110576,
,10.6,4.15474,-0.727776,0.407461,,0.655982,,,,,,0.101756,0.134151,
,10.6,3.97766,-0.738807,0.41032,,0.901032,,,,,,0.140582,0.152441,
,10.6,4.21701,-0.773351,0.407408,,1.28036,,,,,,0.300633,0.13854,
,10.6,4.10894,-0.806388,0.427885,,1.68687,,,,,,0.342338,0.143944,
,10.6,3.9975,-0.831048,0.427219,,2.01219,,,,,,-0.00876079,0.179501,
,10.6,3.99827,-0.807665,0.407538,,2.30021,,,,,,-0.075202,0.167795,
,10.6,4.08642,-0.794351,0.404713,,2.62445,,,,,,0.247526,0.112557,
,10.6,4.03207,-0.774683,0.389276,,3.14531,,,,,,-0.257792,0.139193,
,10.6,4.07035,-0.799677,0.390382,,3.62974,,,,,,-0.124568,0.165145,
,10.6,4.09052,-0.846566,0.418698,,4.07719,,,,,,-0.0427096,0.165416,
,10.6,4.15803,-0.809454,0.419588,,4.57045,,,,,,-0.285722,0.179772,
,10.6,4.24921,-0.753563,0.37293,,5.24959,,,,,,-0.30796,0.168794,
,10.6,4.03237,-0.775158,0.411358,,5.78905,,,,,,-0.138556,0.129607,
,10.6,4.20181,-0.764461,0.399153,,6.1529,,,,,,0.118355,0.0775802,
,10.6,3.74732,-1.6362,0.291523,,0.0954129,,,,,,0.005892,0.0925955,
,10.6,3.79482,-1.35068,0.286173,,0.298118,,,,,,0.00628953,0.0615553,
,10.6,3.88083,-1.22369,0.264564,,0.46306,,,,,,0.0595455,0.0504385,
,10.6,3.75046,-1.27368,0.264665,,0.704652,,,,,,0.149593,0.111152,
,10.6,3.7918,-1.54837,0.276859,,1.259,,,,,,0.108571,0.118607,
,10.6,3.87291,-1.86819,0.28513,,1.91226,,,,,,0.544523,0.238439,
