bin,k,q_squared,t,x_b,w,phi,sigma,sigma_stat_plus,sigma_stat_minus,sigma_sys_plus,sigma_sys_minus,D4_sigma (nb/Gev^4),D4_sigma_stat_plus,D4_sigma_stat_minus,D4_sigma_sys_plus,D4_sigma_sys_minus,link
,,2.177,1.385,0.244,,112.2,,,,,,0.000814758,0.000745906,0.000745906,4.75E-05,4.75E-05,
,,2.173,1.386,0.245,,263,,,,,,0.00275911,0.00160606,0.00160606,0.000175214,0.000175214,
,,2.17,1.386,0.245,,278.1,,,,,,0.00338637,0.000809034,0.000809034,0.00053328,0.00053328,
,,2.161,1.384,0.245,,308.2,,,,,,0.00676857,0.000905073,0.000905073,0.000826456,0.000826456,
,,2.154,1.379,0.245,,323.3,,,,,,0.0101504,0.000997201,0.000997201,0.000738391,0.000738391,
,,2.146,1.366,0.246,,338.2,,,,,,0.0160528,0.00104198,0.00104198,0.00130562,0.00130562,
,,2.142,1.369,0.245,,352.6,,,,,,0.02024,0.00123751,0.00123751,0.00585091,0.00585091,
,,1.99,0.111,0.273,,7.5,,,,,,0.369256,0.0354054,0.0354054,0.0356177,0.0356177,
,,1.99,0.111,0.273,,22.4,,,,,,0.339082,0.0294392,0.0294392,0.0213111,0.0213111,
,,1.991,0.111,0.273,,37.3,,,,,,0.258805,0.0225427,0.0225427,0.0210503,0.0210503,
,,1.992,0.111,0.273,,52.3,,,,,,0.332264,0.0285816,0.0285816,0.0229305,0.0229305,
,,1.993,0.11,0.274,,67.3,,,,,,0.329148,0.0337097,0.0337097,0.0212783,0.0212783,
,,1.994,0.11,0.274,,82.3,,,,,,0.132344,0.0178855,0.0178855,0.0122913,0.0122913,
,,1.995,0.11,0.274,,97.3,,,,,,0.0687411,0.0124388,0.0124388,0.00455479,0.00455479,
,,1.996,0.109,0.274,,112.3,,,,,,0.0273702,0.00783196,0.00783196,0.00820428,0.00820428,
,,1.998,0.109,0.274,,127.3,,,,,,0.0316913,0.0133033,0.0133033,0.0592518,0.0592518,
,,1.996,0.109,0.274,,247.7,,,,,,0.0244758,0.00656626,0.00656626,0.00343348,0.00343348,
,,1.995,0.11,0.274,,262.7,,,,,,0.068313,0.00916308,0.00916308,0.0162135,0.0162135,
,,1.994,0.11,0.274,,277.7,,,,,,0.158037,0.0209197,0.0209197,0.021488,0.021488,
,,1.993,0.11,0.274,,292.7,,,,,,0.304284,0.0344862,0.0344862,0.0542911,0.0542911,
,,1.992,0.111,0.273,,307.7,,,,,,0.265541,0.0231136,0.0231136,0.0243678,0.0243678,
,,1.991,0.111,0.273,,322.7,,,,,,0.346033,0.0263142,0.0263142,0.0221451,0.0221451,
,,1.99,0.111,0.273,,337.6,,,,,,0.435958,0.0318613,0.0318613,0.0279053,0.0279053,
,,1.99,0.111,0.273,,352.5,,,,,,0.330082,0.0262199,0.0262199,0.0226013,0.0226013,
,,1.994,0.155,0.274,,7.4,,,,,,0.426235,0.0227088,0.0227088,0.0313168,0.0313168,
,,1.994,0.155,0.274,,22.3,,,,,,0.434693,0.023051,0.023051,0.0261369,0.0261369,
,,1.995,0.155,0.274,,37.2,,,,,,0.433563,0.0236721,0.0236721,0.0261797,0.0261797,
,,1.996,0.154,0.274,,52.2,,,,,,0.304078,0.0184377,0.0184377,0.0209105,0.0209105,
,,1.996,0.154,0.274,,67.2,,,,,,0.257806,0.0199938,0.0199938,0.0162261,0.0162261,
,,1.997,0.154,0.274,,82.2,,,,,,0.184534,0.0163217,0.0163217,0.0122639,0.0122639,
,,1.998,0.153,0.274,,97.2,,,,,,0.0855366,0.00779461,0.00779461,0.0109439,0.0109439,
,,1.999,0.153,0.274,,112.2,,,,,,0.107495,0.0104426,0.0104426,0.00858066,0.00858066,
,,2,0.153,0.274,,127.3,,,,,,0.0463791,0.00931255,0.00931255,0.0115783,0.0115783,
,,2,0.153,0.274,,142.3,,,,,,0.0349657,0.0115047,0.0115047,0.00407706,0.00407706,
,,2.001,0.153,0.274,,157.4,,,,,,0.0669564,0.0261506,0.0261506,0.00869119,0.00869119,
,,2.001,0.153,0.275,,172.5,,,,,,0.061112,0.0308896,0.0308896,0.00515133,0.00515133,
,,2.001,0.153,0.275,,187.5,,,,,,0.0686735,0.0274666,0.0274666,0.0129569,0.0129569,
,,2.001,0.153,0.274,,202.6,,,,,,0.045858,0.0185401,0.0185401,0.00460345,0.00460345,
,,2,0.153,0.274,,217.7,,,,,,0.0521997,0.0128747,0.0128747,0.00355145,0.00355145,
,,1.999,0.153,0.274,,247.8,,,,,,0.0876147,0.00896262,0.00896262,0.00933154,0.00933154,
,,1.998,0.153,0.274,,262.8,,,,,,0.148051,0.0119583,0.0119583,0.0100119,0.0100119,
,,1.997,0.154,0.274,,277.8,,,,,,0.17229,0.0142876,0.0142876,0.0159264,0.0159264,
,,1.996,0.154,0.274,,292.8,,,,,,0.259425,0.0228278,0.0228278,0.0157366,0.0157366,
,,1.996,0.154,0.274,,307.8,,,,,,0.332059,0.0245453,0.0245453,0.0400297,0.0400297,
,,1.995,0.155,0.274,,322.8,,,,,,0.383591,0.019449,0.019449,0.0229976,0.0229976,
,,1.994,0.155,0.274,,337.7,,,,,,0.49995,0.0228798,0.0228798,0.0325998,0.0325998,
,,1.994,0.155,0.274,,352.6,,,,,,0.556935,0.0287544,0.0287544,0.0343915,0.0343915,
,,1.995,0.205,0.274,,7.4,,,,,,0.595236,0.0306427,0.0306427,0.0445521,0.0445521,
,,1.995,0.205,0.274,,22.2,,,,,,0.499048,0.0266225,0.0266225,0.0299128,0.0299128,
,,1.996,0.204,0.274,,37.1,,,,,,0.322847,0.0164484,0.0164484,0.0198419,0.0198419,
,,1.996,0.204,0.274,,52.1,,,,,,0.240313,0.0138015,0.0138015,0.0155183,0.0155183,
,,1.997,0.204,0.274,,67.1,,,,,,0.187497,0.0147765,0.0147765,0.014348,0.014348,
,,1.998,0.204,0.274,,82.1,,,,,,0.132799,0.0142689,0.0142689,0.0196306,0.0196306,
,,1.999,0.203,0.274,,97.2,,,,,,0.129379,0.014681,0.014681,0.012486,0.012486,
,,1.999,0.203,0.274,,112.2,,,,,,0.0975187,0.0114475,0.0114475,0.00625062,0.00625062,
,,2,0.203,0.275,,127.3,,,,,,0.0694717,0.0128876,0.0128876,0.0134745,0.0134745,
,,2.001,0.203,0.275,,142.3,,,,,,0.0392335,0.0197507,0.0197507,0.0108029,0.0108029,
,,2.001,0.203,0.275,,157.4,,,,,,0.0253028,0.0186644,0.0186644,0.00791865,0.00791865,
,,2.001,0.203,0.275,,187.5,,,,,,0.0881806,0.0343653,0.0343653,0.00644829,0.00644829,
,,2.001,0.203,0.275,,202.6,,,,,,0.0157668,0.00811193,0.00811193,0.00234246,0.00234246,
,,2.001,0.203,0.275,,217.7,,,,,,0.0586322,0.0167319,0.0167319,0.00480508,0.00480508,
,,2,0.203,0.275,,232.7,,,,,,0.0782132,0.0174939,0.0174939,0.00958124,0.00958124,
,,1.999,0.203,0.274,,247.8,,,,,,0.0394838,0.00517999,0.00517999,0.00457135,0.00457135,
,,1.999,0.203,0.274,,262.8,,,,,,0.103509,0.00992229,0.00992229,0.010446,0.010446,
,,1.998,0.204,0.274,,277.9,,,,,,0.151597,0.0124547,0.0124547,0.0140748,0.0140748,
,,1.997,0.204,0.274,,292.9,,,,,,0.202883,0.0170881,0.0170881,0.0213874,0.0213874,
,,1.996,0.204,0.274,,307.9,,,,,,0.282097,0.0192649,0.0192649,0.0170015,0.0170015,
,,1.996,0.204,0.274,,322.9,,,,,,0.353447,0.018318,0.018318,0.0208134,0.0208134,
,,1.995,0.205,0.274,,337.8,,,,,,0.396809,0.0177763,0.0177763,0.0271254,0.0271254,
,,1.995,0.205,0.274,,352.6,,,,,,0.486695,0.0210262,0.0210262,0.0301645,0.0301645,
,,1.996,0.265,0.274,,7.3,,,,,,0.564326,0.0215275,0.0215275,0.0344929,0.0344929,
,,1.996,0.264,0.274,,22.1,,,,,,0.407569,0.0203161,0.0203161,0.0277947,0.0277947,
,,1.996,0.264,0.274,,37,,,,,,0.279942,0.0129217,0.0129217,0.0173655,0.0173655,
,,1.997,0.263,0.274,,52,,,,,,0.18697,0.0100358,0.0100358,0.0150712,0.0150712,
,,1.997,0.263,0.274,,67,,,,,,0.116875,0.00834122,0.00834122,0.00717355,0.00717355,
,,1.998,0.262,0.274,,82.1,,,,,,0.100355,0.0105583,0.0105583,0.0133274,0.0133274,
,,1.999,0.262,0.274,,97.1,,,,,,0.0855889,0.00951453,0.00951453,0.00846235,0.00846235,
,,2,0.262,0.275,,112.2,,,,,,0.053558,0.00734576,0.00734576,0.00657978,0.00657978,
,,2,0.262,0.275,,127.3,,,,,,0.0832099,0.0216364,0.0216364,0.00615607,0.00615607,
,,2.001,0.262,0.275,,217.7,,,,,,0.0419151,0.0124106,0.0124106,0.00771264,0.00771264,
,,2,0.262,0.275,,232.7,,,,,,0.0569442,0.0150996,0.0150996,0.0178419,0.0178419,
,,2,0.262,0.275,,247.8,,,,,,0.0707619,0.0108378,0.0108378,0.00911534,0.00911534,
,,1.999,0.262,0.274,,262.9,,,,,,0.0729454,0.00691659,0.00691659,0.00528012,0.00528012,
,,1.998,0.262,0.274,,277.9,,,,,,0.0911983,0.00715256,0.00715256,0.00635238,0.00635238,
,,1.997,0.263,0.274,,293,,,,,,0.167695,0.0131218,0.0131218,0.0135864,0.0135864,
,,1.997,0.263,0.274,,308,,,,,,0.233915,0.0158157,0.0158157,0.0145187,0.0145187,
,,1.996,0.264,0.274,,323,,,,,,0.279413,0.013385,0.013385,0.0243944,0.0243944,
,,1.996,0.264,0.274,,337.9,,,,,,0.372739,0.0150828,0.0150828,0.0249786,0.0249786,
,,1.996,0.265,0.274,,352.7,,,,,,0.607386,0.0200434,0.0200434,0.0374503,0.0374503,
,,1.989,0.343,0.274,,7.4,,,,,,0.453808,0.0217851,0.0217851,0.0275576,0.0275576,
,,1.996,0.344,0.274,,21.9,,,,,,0.339461,0.0139336,0.0139336,0.0202988,0.0202988,
,,1.996,0.343,0.274,,36.8,,,,,,0.153546,0.00945044,0.00945044,0.00942443,0.00942443,
,,1.996,0.342,0.274,,51.9,,,,,,0.137309,0.00756523,0.00756523,0.00840422,0.00840422,
,,1.997,0.342,0.274,,67,,,,,,0.107062,0.00807054,0.00807054,0.00840475,0.00840475,
,,1.998,0.341,0.275,,82,,,,,,0.0987177,0.0129204,0.0129204,0.00726899,0.00726899,
,,1.999,0.341,0.275,,97.1,,,,,,0.0613171,0.00766868,0.00766868,0.00702452,0.00702452,
,,2,0.341,0.275,,112.2,,,,,,0.0412538,0.00611552,0.00611552,0.00541172,0.00541172,
,,2,0.341,0.275,,127.2,,,,,,0.00830031,0.00790633,0.00790633,0.000696898,0.000696898,
,,2,0.341,0.275,,232.8,,,,,,0.0615477,0.0260306,0.0260306,0.0112989,0.0112989,
,,2,0.341,0.275,,247.8,,,,,,0.0600903,0.0121497,0.0121497,0.0117926,0.0117926,
,,1.999,0.341,0.275,,262.9,,,,,,0.0555782,0.00668504,0.00668504,0.00431572,0.00431572,
,,1.998,0.341,0.275,,278,,,,,,0.0894378,0.00765274,0.00765274,0.00624522,0.00624522,
,,1.997,0.342,0.274,,293,,,,,,0.0909883,0.00695371,0.00695371,0.00607714,0.00607714,
,,1.996,0.342,0.274,,308.1,,,,,,0.165606,0.0119745,0.0119745,0.00999605,0.00999605,
,,1.996,0.343,0.274,,323.2,,,,,,0.157934,0.00981831,0.00981831,0.0132133,0.0132133,
,,1.996,0.344,0.274,,338.1,,,,,,0.337351,0.0122768,0.0122768,0.0224362,0.0224362,
,,1.989,0.343,0.274,,352.6,,,,,,0.483817,0.0198478,0.0198478,0.0426894,0.0426894,
,,1.988,0.451,0.275,,22.1,,,,,,0.309575,0.0150952,0.0150952,0.0242974,0.0242974,
,,1.995,0.451,0.274,,36.6,,,,,,0.138122,0.00612777,0.00612777,0.00863291,0.00863291,
,,1.996,0.449,0.274,,51.8,,,,,,0.0985592,0.00595561,0.00595561,0.00599105,0.00599105,
,,1.997,0.448,0.275,,66.9,,,,,,0.0619125,0.00451626,0.00451626,0.00380983,0.00380983,
,,1.998,0.448,0.275,,82,,,,,,0.0315391,0.0038356,0.0038356,0.00385992,0.00385992,
,,1.999,0.448,0.275,,97.1,,,,,,0.015845,0.00263134,0.00263134,0.00295607,0.00295607,
,,2,0.447,0.275,,127.2,,,,,,0.0392662,0.0337579,0.0337579,0.00228959,0.00228959,
,,2.001,0.447,0.275,,172.5,,,,,,0.044455,0.0400905,0.0400905,0.00259215,0.00259215,
,,2,0.447,0.275,,247.9,,,,,,0.0390166,0.0156704,0.0156704,0.0231761,0.0231761,
,,1.999,0.448,0.275,,262.9,,,,,,0.0336904,0.00551773,0.00551773,0.0026435,0.0026435,
,,1.998,0.448,0.275,,278,,,,,,0.0414209,0.00417742,0.00417742,0.00289408,0.00289408,
,,1.997,0.448,0.275,,293.1,,,,,,0.0595352,0.00516476,0.00516476,0.00467444,0.00467444,
,,1.996,0.449,0.274,,308.2,,,,,,0.0943718,0.00692794,0.00692794,0.0111808,0.0111808,
,,1.995,0.451,0.274,,323.4,,,,,,0.153743,0.00728449,0.00728449,0.00939507,0.00939507,
,,1.988,0.451,0.275,,337.9,,,,,,0.276973,0.011693,0.011693,0.0387137,0.0387137,
,,1.974,0.606,0.276,,23.5,,,,,,0.235898,0.0168338,0.0168338,0.0142143,0.0142143,
,,1.994,0.61,0.274,,36.4,,,,,,0.117618,0.00598325,0.00598325,0.00697234,0.00697234,
,,1.995,0.608,0.275,,51.7,,,,,,0.0539121,0.00360362,0.00360362,0.00341445,0.00341445,
,,1.997,0.607,0.275,,66.8,,,,,,0.0363103,0.0030482,0.0030482,0.00427501,0.00427501,
,,1.998,0.606,0.275,,81.9,,,,,,0.0316716,0.00517876,0.00517876,0.00352253,0.00352253,
,,1.999,0.605,0.275,,97,,,,,,0.0200486,0.00516992,0.00516992,0.00140272,0.00140272,
,,2.002,0.605,0.275,,157.4,,,,,,0.0260985,0.0228217,0.0228217,0.0253217,0.0253217,
,,2.001,0.605,0.275,,187.6,,,,,,0.030901,0.0251549,0.0251549,0.00636792,0.00636792,
,,1.999,0.605,0.275,,263,,,,,,0.00757656,0.00186623,0.00186623,0.00107444,0.00107444,
,,1.998,0.606,0.275,,278.1,,,,,,0.0205577,0.00265604,0.00265604,0.00142049,0.00142049,
,,1.997,0.607,0.275,,293.2,,,,,,0.0362831,0.00331314,0.00331314,0.00247313,0.00247313,
,,1.995,0.608,0.275,,308.3,,,,,,0.0561322,0.0043236,0.0043236,0.00544094,0.00544094,
,,1.994,0.61,0.274,,323.6,,,,,,0.111223,0.00585667,0.00585667,0.0101112,0.0101112,
,,1.974,0.606,0.276,,336.5,,,,,,0.25173,0.0145241,0.0145241,0.0149803,0.0149803,
,,1.977,0.896,0.275,,23.7,,,,,,0.12344,0.00920015,0.00920015,0.00729443,0.00729443,
,,1.992,0.874,0.275,,36.3,,,,,,0.0412962,0.0024246,0.0024246,0.00256441,0.00256441,
,,1.994,0.872,0.275,,51.6,,,,,,0.0192603,0.00148057,0.00148057,0.00144608,0.00144608,
,,1.996,0.871,0.275,,66.7,,,,,,0.0141547,0.00152206,0.00152206,0.0013005,0.0013005,
,,1.998,0.869,0.275,,81.9,,,,,,0.00859886,0.00206907,0.00206907,0.000596821,0.000596821,
,,2.001,0.867,0.275,,127.2,,,,,,0.00833525,0.00730609,0.00730609,0.00144997,0.00144997,
,,2,0.867,0.274,,142.3,,,,,,0.00543354,0.00472419,0.00472419,0.0031976,0.0031976,
,,2.002,0.867,0.275,,157.5,,,,,,0.0363933,0.0190391,0.0190391,0.00285954,0.00285954,
,,2.002,0.867,0.275,,172.5,,,,,,0.00985731,0.00324603,0.00324603,0.00228752,0.00228752,
,,2.002,0.867,0.275,,187.5,,,,,,0.0188613,0.00999305,0.00999305,0.00205095,0.00205095,
,,2.002,0.867,0.275,,202.5,,,,,,0.00546951,0.00345265,0.00345265,0.000915699,0.000915699,
,,2,0.867,0.274,,217.7,,,,,,0.00985405,0.00881961,0.00881961,0.000574585,0.000574585,
,,1.998,0.869,0.275,,278.1,,,,,,0.0101558,0.00216665,0.00216665,0.00139542,0.00139542,
,,1.996,0.871,0.275,,293.3,,,,,,0.0127081,0.00151708,0.00151708,0.00126141,0.00126141,
,,1.994,0.872,0.275,,308.4,,,,,,0.0151865,0.00161321,0.00161321,0.00220598,0.00220598,
,,1.992,0.874,0.275,,323.7,,,,,,0.0478319,0.00299289,0.00299289,0.00360956,0.00360956,
,,1.977,0.896,0.275,,336.3,,,,,,0.101149,0.00566084,0.00566084,0.00659918,0.00659918,
,,1.967,1.485,0.274,,7.9,,,,,,0.0262899,0.00195184,0.00195184,0.00177984,0.00177984,
,,1.983,1.373,0.275,,21.2,,,,,,0.0226407,0.00161936,0.00161936,0.00141932,0.00141932,
,,1.989,1.39,0.275,,36.3,,,,,,0.00978842,0.00100464,0.00100464,0.000685966,0.000685966,
,,1.993,1.393,0.275,,51.5,,,,,,0.00523612,0.000688795,0.000688795,0.000630076,0.000630076,
,,2.004,1.39,0.276,,127.4,,,,,,0.00111391,0.000722964,0.000722964,0.000076415,0.000076415,
,,2,1.386,0.275,,142.3,,,,,,0.00112509,0.000465171,0.000465171,0.000863951,0.000863951,
,,2.006,1.388,0.276,,172.6,,,,,,0.00451161,0.00198137,0.00198137,0.000577333,0.000577333,
,,2,1.386,0.274,,247.9,,,,,,0.0145041,0.0108007,0.0108007,0.000845724,0.000845724,
,,1.997,1.393,0.275,,293.3,,,,,,0.00545635,0.00125213,0.00125213,0.000354151,0.000354151,
,,1.993,1.393,0.275,,308.5,,,,,,0.00417698,0.00066801,0.00066801,0.000722599,0.000722599,
,,1.989,1.39,0.275,,323.7,,,,,,0.01057,0.00119134,0.00119134,0.00107793,0.00107793,
,,1.983,1.373,0.275,,338.8,,,,,,0.0218107,0.00121874,0.00121874,0.00172863,0.00172863,
,,1.967,1.485,0.274,,352.1,,,,,,0.031198,0.00215732,0.00215732,0.0126892,0.0126892,
,,2.406,0.112,0.273,,7.5,,,,,,0.390735,0.028803,0.028803,0.0236743,0.0236743,
,,2.406,0.112,0.273,,22.4,,,,,,0.401156,0.0262303,0.0262303,0.0307573,0.0307573,
,,2.406,0.111,0.273,,37.3,,,,,,0.34971,0.0201406,0.0201406,0.0211648,0.0211648,
,,2.407,0.111,0.274,,67.3,,,,,,0.262228,0.0210857,0.0210857,0.0213327,0.0213327,
,,2.408,0.11,0.274,,82.3,,,,,,0.113355,0.0133787,0.0133787,0.0380286,0.0380286,
,,2.41,0.11,0.274,,97.3,,,,,,0.130801,0.0162496,0.0162496,0.00774561,0.00774561,
,,2.413,0.109,0.274,,127.4,,,,,,0.0366518,0.0112935,0.0112935,0.00277168,0.00277168,
,,2.411,0.11,0.274,,247.7,,,,,,0.0484562,0.00837546,0.00837546,0.0053361,0.0053361,
,,2.41,0.11,0.274,,262.7,,,,,,0.140456,0.0149233,0.0149233,0.0144797,0.0144797,
,,2.408,0.11,0.274,,277.7,,,,,,0.130479,0.0129809,0.0129809,0.0217589,0.0217589,
,,2.407,0.111,0.274,,292.7,,,,,,0.210181,0.0200695,0.0200695,0.0545182,0.0545182,
,,2.406,0.111,0.274,,307.7,,,,,,0.29611,0.0211074,0.0211074,0.0177618,0.0177618,
,,2.406,0.111,0.273,,322.7,,,,,,0.385269,0.0214069,0.0214069,0.0261418,0.0261418,
,,2.406,0.112,0.273,,337.6,,,,,,0.416302,0.0237889,0.0237889,0.0261498,0.0261498,
,,2.406,0.112,0.273,,352.5,,,,,,0.470962,0.0305809,0.0305809,0.0377951,0.0377951,
,,2.387,0.154,0.275,,7.5,,,,,,0.618414,0.0320788,0.0320788,0.0379958,0.0379958,
,,2.402,0.154,0.274,,22.4,,,,,,0.633116,0.0324595,0.0324595,0.040784,0.040784,
,,2.415,0.155,0.274,,37.2,,,,,,0.539044,0.023864,0.023864,0.0339399,0.0339399,
,,2.414,0.154,0.274,,52.2,,,,,,0.377353,0.0167552,0.0167552,0.023174,0.023174,
,,2.414,0.154,0.274,,67.2,,,,,,0.311951,0.0181075,0.0181075,0.0187518,0.0187518,
,,2.414,0.154,0.275,,82.2,,,,,,0.22853,0.0159764,0.0159764,0.0206678,0.0206678,
,,2.415,0.153,0.275,,97.2,,,,,,0.139048,0.00912037,0.00912037,0.00845697,0.00845697,
,,2.416,0.153,0.275,,112.3,,,,,,0.109712,0.00755769,0.00755769,0.00807364,0.00807364,
,,2.417,0.153,0.275,,127.3,,,,,,0.068931,0.00772061,0.00772061,0.00533195,0.00533195,
,,2.418,0.153,0.275,,142.4,,,,,,0.0525941,0.00811572,0.00811572,0.0104222,0.0104222,
,,2.418,0.153,0.275,,157.4,,,,,,0.0988197,0.0135857,0.0135857,0.00686734,0.00686734,
,,2.419,0.153,0.275,,172.5,,,,,,0.082813,0.0127868,0.0127868,0.0175301,0.0175301,
,,2.419,0.153,0.275,,187.5,,,,,,0.0868079,0.0166695,0.0166695,0.00522044,0.00522044,
,,2.418,0.153,0.275,,202.6,,,,,,0.0713078,0.00937224,0.00937224,0.0052245,0.0052245,
,,2.418,0.153,0.275,,217.6,,,,,,0.0963291,0.0102857,0.0102857,0.00879854,0.00879854,
,,2.417,0.153,0.275,,232.7,,,,,,0.0991281,0.0121454,0.0121454,0.00766105,0.00766105,
,,2.416,0.153,0.275,,247.7,,,,,,0.117382,0.00940065,0.00940065,0.0137653,0.0137653,
,,2.415,0.153,0.275,,262.8,,,,,,0.184504,0.0109103,0.0109103,0.0126712,0.0126712,
,,2.414,0.154,0.275,,277.8,,,,,,0.226507,0.0140914,0.0140914,0.0166895,0.0166895,
,,2.414,0.154,0.274,,292.8,,,,,,0.309027,0.0190928,0.0190928,0.0373774,0.0373774,
,,2.414,0.154,0.274,,307.8,,,,,,0.368235,0.0183004,0.0183004,0.034302,0.034302,
,,2.415,0.155,0.274,,322.8,,,,,,0.519234,0.0217531,0.0217531,0.0320229,0.0320229,
,,2.402,0.154,0.274,,337.6,,,,,,0.626799,0.0256124,0.0256124,0.0368709,0.0368709,
,,2.387,0.154,0.275,,352.5,,,,,,0.678015,0.0309115,0.0309115,0.0409828,0.0409828,
,,2.328,0.203,0.275,,7.6,,,,,,1.39607,0.0539091,0.0539091,0.101643,0.101643,
,,2.365,0.204,0.275,,22.6,,,,,,0.485701,0.0350956,0.0350956,0.0315053,0.0315053,
,,2.406,0.204,0.275,,37.4,,,,,,0.494651,0.0226039,0.0226039,0.0306267,0.0306267,
,,2.415,0.204,0.274,,52.1,,,,,,0.392668,0.0184351,0.0184351,0.0283315,0.0283315,
,,2.414,0.204,0.275,,67.1,,,,,,0.267465,0.0164855,0.0164855,0.0169501,0.0169501,
,,2.414,0.204,0.275,,82.1,,,,,,0.223438,0.016423,0.016423,0.0152117,0.0152117,
,,2.414,0.203,0.275,,97.2,,,,,,0.125046,0.00928525,0.00928525,0.0126015,0.0126015,
,,2.415,0.203,0.275,,112.2,,,,,,0.0980399,0.00756768,0.00756768,0.00706217,0.00706217,
,,2.416,0.203,0.275,,127.3,,,,,,0.0989442,0.0105942,0.0105942,0.006557,0.006557,
,,2.418,0.203,0.275,,172.5,,,,,,0.0558291,0.00739525,0.00739525,0.0102657,0.0102657,
,,2.418,0.203,0.275,,202.6,,,,,,0.0837863,0.0108713,0.0108713,0.00955495,0.00955495,
,,2.417,0.203,0.275,,217.7,,,,,,0.109148,0.0117255,0.0117255,0.00981205,0.00981205,
,,2.416,0.203,0.275,,232.7,,,,,,0.0795282,0.00929097,0.00929097,0.00882806,0.00882806,
,,2.415,0.203,0.275,,247.8,,,,,,0.118057,0.0114424,0.0114424,0.00907024,0.00907024,
,,2.414,0.203,0.275,,262.8,,,,,,0.170957,0.0124101,0.0124101,0.0110782,0.0110782,
,,2.414,0.204,0.275,,277.9,,,,,,0.243436,0.0163645,0.0163645,0.015892,0.015892,
,,2.414,0.204,0.275,,292.9,,,,,,0.239176,0.0143394,0.0143394,0.0171724,0.0171724,
,,2.415,0.204,0.274,,307.9,,,,,,0.364405,0.0185396,0.0185396,0.0221252,0.0221252,
,,2.406,0.204,0.275,,322.6,,,,,,0.485719,0.02149,0.02149,0.0288671,0.0288671,
,,2.365,0.204,0.275,,337.4,,,,,,0.502653,0.0289102,0.0289102,0.0332668,0.0332668,
,,2.328,0.203,0.275,,352.4,,,,,,1.33047,0.0450738,0.0450738,0.0789589,0.0789589,
,,2.316,0.262,0.275,,22.7,,,,,,0.69735,0.0368024,0.0368024,0.0711954,0.0711954,
,,2.392,0.263,0.275,,37.5,,,,,,0.452221,0.0182436,0.0182436,0.028225,0.028225,
,,2.414,0.263,0.275,,51.9,,,,,,0.239856,0.00942696,0.00942696,0.0153783,0.0153783,
,,2.413,0.263,0.275,,67,,,,,,0.171978,0.00967321,0.00967321,0.0118824,0.0118824,
,,2.413,0.262,0.275,,82.1,,,,,,0.140119,0.010972,0.010972,0.00928318,0.00928318,
,,2.414,0.262,0.275,,97.2,,,,,,0.0997873,0.00754666,0.00754666,0.00813126,0.00813126,
,,2.415,0.262,0.275,,112.2,,,,,,0.0697123,0.00559585,0.00559585,0.00540456,0.00540456,
,,2.415,0.262,0.275,,127.3,,,,,,0.0701945,0.00756244,0.00756244,0.00502999,0.00502999,
,,2.416,0.262,0.275,,142.3,,,,,,0.0378095,0.00595405,0.00595405,0.00517789,0.00517789,
,,2.417,0.262,0.275,,157.4,,,,,,0.0360454,0.00447685,0.00447685,0.00278371,0.00278371,
,,2.417,0.262,0.275,,172.5,,,,,,0.0356857,0.00585746,0.00585746,0.00286578,0.00286578,
,,2.417,0.262,0.275,,187.5,,,,,,0.0367959,0.00573156,0.00573156,0.00311695,0.00311695,
,,2.417,0.262,0.275,,202.6,,,,,,0.0448416,0.00581483,0.00581483,0.00301386,0.00301386,
,,2.416,0.262,0.275,,217.7,,,,,,0.0400351,0.00399216,0.00399216,0.00421514,0.00421514,
,,2.415,0.262,0.275,,232.7,,,,,,0.0703402,0.00752929,0.00752929,0.00643302,0.00643302,
,,2.415,0.262,0.275,,247.8,,,,,,0.0872864,0.00829814,0.00829814,0.00771986,0.00771986,
,,2.414,0.262,0.275,,262.8,,,,,,0.126341,0.0095038,0.0095038,0.00807599,0.00807599,
,,2.413,0.262,0.275,,277.9,,,,,,0.129019,0.00758378,0.00758378,0.0101591,0.0101591,
,,2.413,0.263,0.275,,293,,,,,,0.181574,0.0100054,0.0100054,0.0149093,0.0149093,
,,2.414,0.263,0.275,,308.1,,,,,,0.314334,0.0157906,0.0157906,0.0233278,0.0233278,
,,2.392,0.263,0.275,,322.5,,,,,,0.417069,0.0171467,0.0171467,0.0285998,0.0285998,
,,2.316,0.262,0.275,,337.3,,,,,,0.63518,0.0293886,0.0293886,0.0538687,0.0538687,
,,2.376,0.342,0.275,,37.7,,,,,,0.361506,0.0157947,0.0157947,0.023371,0.023371,
,,2.412,0.342,0.275,,51.8,,,,,,0.214862,0.00941541,0.00941541,0.0126578,0.0126578,
,,2.411,0.341,0.275,,67,,,,,,0.101351,0.00597803,0.00597803,0.00695233,0.00695233,
,,2.412,0.341,0.275,,82,,,,,,0.122171,0.0115108,0.0115108,0.00879713,0.00879713,
,,2.413,0.341,0.275,,97.1,,,,,,0.0485046,0.00396918,0.00396918,0.00545174,0.00545174,
,,2.414,0.341,0.275,,112.2,,,,,,0.0463872,0.00418541,0.00418541,0.0058566,0.0058566,
,,2.415,0.341,0.275,,127.3,,,,,,0.0303498,0.00338611,0.00338611,0.00425793,0.00425793,
,,2.416,0.341,0.275,,142.3,,,,,,0.0310515,0.00684025,0.00684025,0.00265958,0.00265958,
