bin,k,q_squared,t,x_b,w,phi,sigma,sigma_stat_plus,sigma_stat_minus,sigma_sys_plus,sigma_sys_minus,D4_sigma (nb/Gev^4),D4_sigma_stat_plus,D4_sigma_stat_minus,D4_sigma_sys_plus,D4_sigma_sys_minus,link
,,2.554,0.343,0.399,,52.2,,,,,,0.0276,0.00257739,0.00257739,0.00251482,0.00251482,
,,2.556,0.342,0.399,,67.2,,,,,,0.0223789,0.00298521,0.00298521,0.00265473,0.00265473,
,,2.558,0.342,0.399,,82.2,,,,,,0.0143157,0.0042953,0.0042953,0.00132857,0.00132857,
,,2.56,0.341,0.399,,97.2,,,,,,0.00994982,0.00449636,0.00449636,0.000580169,0.000580169,
,,2.56,0.341,0.399,,262.8,,,,,,0.00945481,0.00601756,0.00601756,0.00267679,0.00267679,
,,2.558,0.342,0.399,,277.8,,,,,,0.0158883,0.00485473,0.00485473,0.00248625,0.00248625,
,,2.556,0.342,0.399,,292.8,,,,,,0.0224492,0.00406172,0.00406172,0.00274033,0.00274033,
,,2.554,0.343,0.399,,307.8,,,,,,0.0348692,0.00396217,0.00396217,0.00393741,0.00393741,
,,2.55,0.344,0.398,,337.7,,,,,,0.0406899,0.00264109,0.00264109,0.00255837,0.00255837,
,,2.549,0.345,0.398,,352.6,,,,,,0.0487007,0.0031166,0.0031166,0.00313732,0.00313732,
,,2.549,0.455,0.398,,7.4,,,,,,0.0499663,0.00314916,0.00314916,0.00298589,0.00298589,
,,2.55,0.454,0.398,,22.2,,,,,,0.0471059,0.00337316,0.00337316,0.00548253,0.00548253,
,,2.551,0.452,0.399,,37.1,,,,,,0.0290117,0.00247982,0.00247982,0.00180011,0.00180011,
,,2.554,0.451,0.399,,52,,,,,,0.023447,0.00216422,0.00216422,0.00195219,0.00195219,
,,2.556,0.45,0.399,,67.1,,,,,,0.0149415,0.00195552,0.00195552,0.00533888,0.00533888,
,,2.558,0.449,0.399,,82.1,,,,,,0.0518355,0.0276731,0.0276731,0.0030225,0.0030225,
,,2.562,0.448,0.4,,112.2,,,,,,0.0120295,0.00758889,0.00758889,0.000701435,0.000701435,
,,2.558,0.449,0.399,,277.9,,,,,,0.0675307,0.0355236,0.0355236,0.00402138,0.00402138,
,,2.556,0.45,0.399,,292.9,,,,,,0.032983,0.00587249,0.00587249,0.00594984,0.00594984,
,,2.554,0.451,0.399,,308,,,,,,0.0195712,0.00209506,0.00209506,0.0021592,0.0021592,
,,2.551,0.452,0.399,,322.9,,,,,,0.035855,0.00254594,0.00254594,0.00212068,0.00212068,
,,2.55,0.454,0.398,,337.8,,,,,,0.0389748,0.00217633,0.00217633,0.00233689,0.00233689,
,,2.549,0.455,0.398,,352.6,,,,,,0.0511578,0.0029253,0.0029253,0.00309516,0.00309516,
,,2.547,0.621,0.398,,7.2,,,,,,0.0509841,0.00221459,0.00221459,0.00318607,0.00318607,
,,2.548,0.618,0.398,,21.9,,,,,,0.0348491,0.00217471,0.00217471,0.00241676,0.00241676,
,,2.55,0.614,0.399,,36.9,,,,,,0.0174584,0.00137027,0.00137027,0.0011184,0.0011184,
,,2.553,0.611,0.399,,51.9,,,,,,0.0172164,0.00153487,0.00153487,0.00126028,0.00126028,
,,2.555,0.609,0.399,,67,,,,,,0.00875862,0.00117994,0.00117994,0.000851397,0.000851397,
,,2.562,0.606,0.4,,112.2,,,,,,0.0136766,0.0109658,0.0109658,1814.95,1814.95,
,,2.563,0.606,0.4,,127.3,,,,,,0.00749726,0.00211971,0.00211971,0.000633043,0.000633043,
,,2.562,0.606,0.4,,247.8,,,,,,0.0233311,0.0174582,0.0174582,0.00136043,0.00136043,
,,2.555,0.609,0.399,,293,,,,,,0.0101457,0.00184703,0.00184703,0.00266357,0.00266357,
,,2.553,0.611,0.399,,308.1,,,,,,0.0185196,0.00187883,0.00187883,0.00132453,0.00132453,
,,2.55,0.614,0.399,,323.1,,,,,,0.0230299,0.00154446,0.00154446,0.00137572,0.00137572,
,,2.548,0.618,0.398,,338.1,,,,,,0.0326787,0.00153403,0.00153403,0.00211621,0.00211621,
,,2.547,0.621,0.398,,352.8,,,,,,0.0472593,0.00188885,0.00188885,0.00309888,0.00309888,
,,2.511,0.873,0.4,,7.9,,,,,,0.0485215,0.0022966,0.0022966,0.00293314,0.00293314,
,,2.542,0.903,0.399,,21.4,,,,,,0.0262208,0.00138946,0.00138946,0.00226233,0.00226233,
,,2.547,0.888,0.399,,36.5,,,,,,0.0166755,0.00137211,0.00137211,0.00110492,0.00110492,
,,2.551,0.88,0.399,,51.7,,,,,,0.00843501,0.000800941,0.000800941,0.000576925,0.000576925,
,,2.554,0.876,0.399,,66.8,,,,,,0.00392856,0.000881403,0.000881403,0.00159652,0.00159652,
,,2.56,0.869,0.4,,112.1,,,,,,0.0107375,0.00920724,0.00920724,0.00217224,0.00217224,
,,2.563,0.87,0.4,,127.3,,,,,,0.0123643,0.00544037,0.00544037,0.0030013,0.0030013,
,,2.565,0.869,0.4,,142.4,,,,,,0.0085347,0.00716288,0.00716288,0.000503282,0.000503282,
,,2.566,0.869,0.4,,202.6,,,,,,0.00283409,0.00215156,0.00215156,0.00161848,0.00161848,
,,2.565,0.869,0.4,,217.6,,,,,,0.0105226,0.0044101,0.0044101,0.00351616,0.00351616,
,,2.563,0.87,0.4,,232.7,,,,,,0.0177307,0.00907951,0.00907951,0.00179021,0.00179021,
,,2.554,0.876,0.399,,293.2,,,,,,0.00482744,0.00116855,0.00116855,0.000489335,0.000489335,
,,2.551,0.88,0.399,,308.3,,,,,,0.00797684,0.000993945,0.000993945,0.00122565,0.00122565,
,,2.547,0.888,0.399,,323.5,,,,,,0.0143322,0.00109732,0.00109732,0.00111632,0.00111632,
,,2.542,0.903,0.399,,338.6,,,,,,0.0276152,0.00117445,0.00117445,0.00266326,0.00266326,
,,2.511,0.873,0.4,,352.1,,,,,,0.0538866,0.00244704,0.00244704,0.00341881,0.00341881,
,,2.528,1.433,0.4,,20.9,,,,,,0.01353,0.000879908,0.000879908,0.000804786,0.000804786,
,,2.541,1.425,0.4,,36.2,,,,,,0.00554432,0.000606648,0.000606648,0.000594729,0.000594729,
,,2.548,1.416,0.4,,51.5,,,,,,0.00244086,0.000459645,0.000459645,0.000588233,0.000588233,
,,2.551,1.408,0.399,,66.7,,,,,,0.00274725,0.00239876,0.00239876,0.000160191,0.000160191,
,,2.569,1.392,0.402,,142.1,,,,,,0.00489,0.0033912,0.0033912,0.000285134,0.000285134,
,,2.569,1.392,0.402,,217.9,,,,,,0.00124812,0.000530015,0.000530015,0.00126883,0.00126883,
,,2.567,1.402,0.402,,247.5,,,,,,0.00162557,0.000871554,0.000871554,0.000403727,0.000403727,
,,2.551,1.408,0.399,,293.3,,,,,,0.00365665,0.00293123,0.00293123,0.000241273,0.000241273,
,,2.548,1.416,0.4,,308.5,,,,,,0.00182966,0.000504098,0.000504098,0.000527191,0.000527191,
,,2.541,1.425,0.4,,323.8,,,,,,0.00601526,0.000554297,0.000554297,0.000606901,0.000606901,
,,2.528,1.433,0.4,,339.1,,,,,,0.0119044,0.000588063,0.000588063,0.00149646,0.00149646,
,,3.203,0.215,0.39,,22.4,,,,,,0.0910879,0.0215216,0.0215216,0.026927,0.026927,
,,3.204,0.215,0.391,,37.4,,,,,,0.0660367,0.0126901,0.0126901,0.00425448,0.00425448,
,,3.204,0.215,0.391,,52.4,,,,,,0.0653359,0.0142222,0.0142222,0.00401202,0.00401202,
,,3.205,0.215,0.391,,67.4,,,,,,0.0386428,0.0116529,0.0116529,0.00881402,0.00881402,
,,3.205,0.215,0.391,,292.6,,,,,,0.0198881,0.0107444,0.0107444,0.00204401,0.00204401,
,,3.204,0.215,0.391,,307.6,,,,,,0.0478572,0.00945036,0.00945036,0.00387997,0.00387997,
,,3.203,0.215,0.39,,337.6,,,,,,0.0833194,0.0121745,0.0121745,0.00497239,0.00497239,
,,3.203,0.215,0.39,,352.5,,,,,,0.0778534,0.0129495,0.0129495,0.00459699,0.00459699,
,,3.263,0.266,0.398,,7.5,,,,,,0.0590832,0.00417054,0.00417054,0.00393514,0.00393514,
,,3.263,0.266,0.398,,22.4,,,,,,0.0527899,0.00428331,0.00428331,0.00361605,0.00361605,
,,3.264,0.265,0.398,,37.3,,,,,,0.0510263,0.0039035,0.0039035,0.0030942,0.0030942,
,,3.265,0.265,0.398,,52.3,,,,,,0.043981,0.00312189,0.00312189,0.00322083,0.00322083,
,,3.266,0.264,0.399,,67.3,,,,,,0.0424732,0.00348932,0.00348932,0.003041,0.003041,
,,3.268,0.264,0.399,,82.3,,,,,,0.0518148,0.00551742,0.00551742,0.00398889,0.00398889,
,,3.271,0.263,0.399,,262.7,,,,,,0.0230145,0.00303738,0.00303738,0.0682961,0.0682961,
,,3.268,0.264,0.399,,277.7,,,,,,0.0336496,0.00363648,0.00363648,0.00388341,0.00388341,
,,3.266,0.264,0.399,,292.7,,,,,,0.0445007,0.00417633,0.00417633,0.0045944,0.0045944,
,,3.265,0.265,0.398,,307.7,,,,,,0.0514128,0.00416317,0.00416317,0.00309385,0.00309385,
,,3.264,0.265,0.398,,322.7,,,,,,0.0528026,0.00358947,0.00358947,0.00332774,0.00332774,
,,3.263,0.266,0.398,,337.6,,,,,,0.0475229,0.00289282,0.00289282,0.00333789,0.00333789,
,,3.263,0.266,0.398,,352.5,,,,,,0.0498861,0.00324753,0.00324753,0.00304334,0.00304334,
,,3.274,0.345,0.398,,7.4,,,,,,0.0727875,0.00515588,0.00515588,0.00437805,0.00437805,
,,3.272,0.345,0.398,,22.3,,,,,,0.0628778,0.00449174,0.00449174,0.00388637,0.00388637,
,,3.271,0.344,0.399,,37.2,,,,,,0.0433245,0.00296389,0.00296389,0.00293504,0.00293504,
,,3.27,0.343,0.399,,52.2,,,,,,0.0347922,0.00261804,0.00261804,0.00224427,0.00224427,
,,3.27,0.342,0.399,,67.2,,,,,,0.0288729,0.00203463,0.00203463,0.00210776,0.00210776,
,,3.271,0.342,0.399,,82.2,,,,,,0.0266193,0.00229054,0.00229054,0.00235834,0.00235834,
,,3.272,0.341,0.399,,97.2,,,,,,0.0274026,0.00344358,0.00344358,0.00449951,0.00449951,
,,3.273,0.341,0.4,,112.3,,,,,,0.0153469,0.00200406,0.00200406,0.002337,0.002337,
,,3.275,0.341,0.4,,232.7,,,,,,0.0244831,0.00624312,0.00624312,0.00145166,0.00145166,
,,3.273,0.341,0.4,,247.7,,,,,,0.0149808,0.00193354,0.00193354,0.00144323,0.00144323,
,,3.272,0.341,0.399,,262.8,,,,,,0.015786,0.00131347,0.00131347,0.00121689,0.00121689,
,,3.271,0.342,0.399,,277.8,,,,,,0.0248964,0.0021145,0.0021145,0.00196336,0.00196336,
,,3.27,0.342,0.399,,292.8,,,,,,0.0218718,0.00182353,0.00182353,0.00418773,0.00418773,
,,3.27,0.343,0.399,,307.8,,,,,,0.0381026,0.00307402,0.00307402,0.00409213,0.00409213,
,,3.271,0.344,0.399,,322.8,,,,,,0.0428979,0.00275604,0.00275604,0.00266967,0.00266967,
,,3.272,0.345,0.398,,337.7,,,,,,0.0668601,0.00381574,0.00381574,0.0040114,0.0040114,
,,3.274,0.345,0.398,,352.6,,,,,,0.0642924,0.00400747,0.00400747,0.00388285,0.00388285,
,,3.253,0.452,0.399,,7.5,,,,,,0.0633841,0.0030984,0.0030984,0.00399819,0.00399819,
,,3.273,0.453,0.399,,22.2,,,,,,0.053979,0.00290499,0.00290499,0.0032307,0.0032307,
,,3.272,0.452,0.399,,37,,,,,,0.0418108,0.00255668,0.00255668,0.00260749,0.00260749,
,,3.269,0.45,0.399,,52,,,,,,0.0301924,0.00198056,0.00198056,0.00209664,0.00209664,
,,3.269,0.449,0.399,,67.1,,,,,,0.0201805,0.00172461,0.00172461,0.00147308,0.00147308,
,,3.269,0.449,0.399,,82.1,,,,,,0.0154301,0.00171836,0.00171836,0.00155531,0.00155531,
,,3.27,0.448,0.4,,97.2,,,,,,0.010964,0.00138045,0.00138045,0.000846108,0.000846108,
,,3.272,0.448,0.4,,112.2,,,,,,0.0107741,0.0014165,0.0014165,0.000788847,0.000788847,
,,3.273,0.448,0.4,,127.3,,,,,,0.00533856,0.000784452,0.000784452,0.00064482,0.00064482,
,,3.274,0.447,0.4,,142.4,,,,,,0.0126118,0.00449821,0.00449821,0.000753126,0.000753126,
,,3.275,0.447,0.4,,157.4,,,,,,0.00988833,0.0047461,0.0047461,0.000691378,0.000691378,
,,3.276,0.447,0.4,,172.5,,,,,,0.00100069,0.000785499,0.000785499,0.000856342,0.000856342,
,,3.276,0.447,0.4,,187.5,,,,,,0.00995197,0.00479727,0.00479727,0.00225325,0.00225325,
,,3.275,0.447,0.4,,202.6,,,,,,0.00860266,0.00425639,0.00425639,0.000526128,0.000526128,
,,3.274,0.447,0.4,,217.6,,,,,,0.00629407,0.00128817,0.00128817,0.00151527,0.00151527,
,,3.273,0.448,0.4,,232.7,,,,,,0.00501703,0.000853896,0.000853896,0.00119548,0.00119548,
,,3.272,0.448,0.4,,247.8,,,,,,0.00753464,0.00125126,0.00125126,0.000675858,0.000675858,
,,3.27,0.448,0.4,,262.8,,,,,,0.00976198,0.00096337,0.00096337,0.00090419,0.00090419,
,,3.269,0.449,0.399,,277.9,,,,,,0.0148322,0.00146438,0.00146438,0.00108011,0.00108011,
,,3.269,0.449,0.399,,292.9,,,,,,0.0182047,0.00181171,0.00181171,0.00194582,0.00194582,
,,3.269,0.45,0.399,,308,,,,,,0.0341985,0.00290121,0.00290121,0.00220291,0.00220291,
,,3.272,0.452,0.399,,323,,,,,,0.0379277,0.00205825,0.00205825,0.0025997,0.0025997,
,,3.273,0.453,0.399,,337.8,,,,,,0.0553387,0.00233516,0.00233516,0.00358548,0.00358548,
,,3.253,0.452,0.399,,352.5,,,,,,0.0674242,0.00283518,0.00283518,0.00416041,0.00416041,
,,3.131,0.606,0.4,,7.6,,,,,,0.0630531,0.00347954,0.00347954,0.00391293,0.00391293,
,,3.226,0.611,0.4,,22.4,,,,,,0.0570217,0.00326035,0.00326035,0.00343227,0.00343227,
,,3.27,0.612,0.399,,36.8,,,,,,0.0308169,0.00176417,0.00176417,0.00189897,0.00189897,
,,3.266,0.61,0.399,,51.9,,,,,,0.0181178,0.00122141,0.00122141,0.00121779,0.00121779,
,,3.266,0.608,0.399,,67,,,,,,0.0146786,0.00127913,0.00127913,0.00104242,0.00104242,
,,3.267,0.607,0.4,,82.1,,,,,,0.00826663,0.00107761,0.00107761,0.000841775,0.000841775,
,,3.268,0.606,0.4,,97.1,,,,,,0.00642578,0.000983013,0.000983013,0.000792574,0.000792574,
,,3.27,0.606,0.4,,112.2,,,,,,0.0070277,0.0013021,0.0013021,0.000614149,0.000614149,
,,3.272,0.605,0.4,,127.3,,,,,,0.00174166,0.000504042,0.000504042,0.000388975,0.000388975,
,,3.273,0.605,0.4,,142.3,,,,,,0.0021969,0.000880958,0.000880958,0.000348135,0.000348135,
,,3.274,0.605,0.4,,157.4,,,,,,0.00243309,0.00100767,0.00100767,0.000730937,0.000730937,
,,3.275,0.605,0.4,,187.5,,,,,,0.00313563,0.00132613,0.00132613,0.000279828,0.000279828,
,,3.273,0.605,0.4,,217.7,,,,,,0.010873,0.00481387,0.00481387,0.000786304,0.000786304,
,,3.272,0.605,0.4,,232.7,,,,,,0.00274156,0.000782228,0.000782228,0.000639419,0.000639419,
,,3.27,0.606,0.4,,247.8,,,,,,0.00597863,0.00117071,0.00117071,0.000381542,0.000381542,
,,3.268,0.606,0.4,,262.9,,,,,,0.00580045,0.000833379,0.000833379,0.000709908,0.000709908,
,,3.267,0.607,0.4,,277.9,,,,,,0.00909029,0.0012827,0.0012827,0.000908329,0.000908329,
,,3.266,0.608,0.399,,293,,,,,,0.0124233,0.00137097,0.00137097,0.000845355,0.000845355,
,,3.266,0.61,0.399,,308.1,,,,,,0.0168633,0.0013305,0.0013305,0.00138943,0.00138943,
,,3.27,0.612,0.399,,323.2,,,,,,0.0294258,0.001552,0.001552,0.00207208,0.00207208,
,,3.226,0.611,0.4,,337.6,,,,,,0.053613,0.00237872,0.00237872,0.00342673,0.00342673,
,,3.131,0.606,0.4,,352.4,,,,,,0.0763685,0.00391052,0.00391052,0.00667906,0.00667906,
,,3.145,0.879,0.4,,23.2,,,,,,0.0489963,0.00352263,0.00352263,0.0029996,0.0029996,
,,3.258,0.881,0.399,,36.5,,,,,,0.0166373,0.00104463,0.00104463,0.00108821,0.00108821,
,,3.257,0.876,0.4,,51.7,,,,,,0.00828647,0.000606038,0.000606038,0.000501535,0.000501535,
,,3.259,0.873,0.399,,66.9,,,,,,0.00484532,0.000529839,0.000529839,0.0003533,0.0003533,
,,3.263,0.872,0.4,,82,,,,,,0.00448735,0.000843079,0.000843079,0.000466625,0.000466625,
,,3.265,0.87,0.4,,97.1,,,,,,0.00237751,0.000537856,0.000537856,0.000173099,0.000173099,
,,3.27,0.868,0.4,,127.2,,,,,,0.00372882,0.00179623,0.00179623,0.000734148,0.000734148,
,,3.272,0.869,0.399,,142.3,,,,,,0.00226571,0.00150223,0.00150223,0.000132113,0.000132113,
,,3.274,0.869,0.401,,157.5,,,,,,0.00367205,0.00285826,0.00285826,0.000214115,0.000214115,
,,3.272,0.869,0.399,,217.7,,,,,,0.00420566,0.00332244,0.00332244,0.000333256,0.000333256,
,,3.268,0.869,0.4,,247.8,,,,,,0.00801359,0.00428945,0.00428945,0.000639626,0.000639626,
,,3.265,0.87,0.4,,262.9,,,,,,0.0053714,0.00128204,0.00128204,0.000677509,0.000677509,
,,3.263,0.872,0.4,,278,,,,,,0.00367026,0.000529255,0.000529255,0.00034717,0.00034717,
,,3.259,0.873,0.399,,293.1,,,,,,0.00541821,0.000733231,0.000733231,0.000545287,0.000545287,
,,3.257,0.876,0.4,,308.3,,,,,,0.00847339,0.000819722,0.000819722,0.000674054,0.000674054,
,,3.258,0.881,0.399,,323.5,,,,,,0.0137237,0.000759588,0.000759588,0.000945526,0.000945526,
,,3.145,0.879,0.4,,336.8,,,,,,0.031879,0.00182361,0.00182361,0.0116062,0.0116062,
,,3.183,1.457,0.4,,22.9,,,,,,0.00909672,0.000805077,0.000805077,0.000683571,0.000683571,
,,3.232,1.401,0.4,,36.4,,,,,,0.00404275,0.00042961,0.00042961,0.000259756,0.000259756,
,,3.241,1.402,0.4,,51.6,,,,,,0.0027136,0.000353519,0.000353519,0.00018693,0.00018693,
,,3.251,1.401,0.399,,66.8,,,,,,0.00136075,0.000229552,0.000229552,0.000171318,0.000171318,
,,3.254,1.396,0.4,,81.9,,,,,,0.000755422,0.000233461,0.000233461,0.000279313,0.000279313,
,,3.258,1.391,0.398,,157.1,,,,,,0.00130604,0.000954115,0.000954115,0.000356626,0.000356626,
,,3.264,1.388,0.397,,171.9,,,,,,0.00199973,0.00142656,0.00142656,0.000116603,0.000116603,
,,3.264,1.388,0.397,,188.1,,,,,,0.000352272,0.0003396,0.0003396,2.05E-05,2.05E-05,
,,3.28,1.392,0.399,,217.4,,,,,,0.000823768,0.000752289,0.000752289,5.14E-05,5.14E-05,
,,3.259,1.391,0.4,,248,,,,,,0.000661641,0.000314071,0.000314071,0.000114469,0.000114469,
,,3.254,1.396,0.4,,278.1,,,,,,0.000494366,0.000219643,0.000219643,0.000137,0.000137,
,,3.251,1.401,0.399,,293.2,,,,,,0.00110907,0.000274425,0.000274425,0.000259177,0.000259177,
,,3.241,1.402,0.4,,308.4,,,,,,0.00210839,0.000520527,0.000520527,0.000222231,0.000222231,
,,3.232,1.401,0.4,,323.6,,,,,,0.00371624,0.000331621,0.000331621,0.000266262,0.000266262,
,,3.183,1.457,0.4,,337.1,,,,,,0.00707405,0.00049013,0.00049013,0.00134935,0.00134935,
,,2.841,0.276,0.432,,7.5,,,,,,0.0298397,0.00476209,0.00476209,0.00304028,0.00304028,
,,2.842,0.276,0.432,,22.4,,,,,,0.0444254,0.00775494,0.00775494,0.00860305,0.00860305,
,,2.844,0.276,0.432,,37.4,,,,,,0.0209462,0.00409835,0.00409835,0.00398268,0.00398268,
,,2.847,0.276,0.432,,52.4,,,,,,0.0329184,0.00852255,0.00852255,0.0110006,0.0110006,
,,2.85,0.275,0.433,,67.4,,,,,,0.0332996,0.00764908,0.00764908,0.044848,0.044848,
,,2.853,0.275,0.433,,277.6,,,,,,0.0671624,0.0489796,0.0489796,0.00993249,0.00993249,
,,2.85,0.275,0.433,,292.6,,,,,,0.07397,0.0367542,0.0367542,0.00479269,0.00479269,
,,2.847,0.276,0.432,,307.6,,,,,,0.0172571,0.00282584,0.00282584,0.0021218,0.0021218,
,,2.844,0.276,0.432,,322.6,,,,,,0.0230516,0.0033053,0.0033053,1416.88,1416.88,
,,2.842,0.276,0.432,,337.6,,,,,,0.0418006,0.00549849,0.00549849,0.0024509,0.0024509,
,,2.969,0.347,0.445,,22.4,,,,,,0.0236601,0.00198722,0.00198722,0.00231924,0.00231924,
,,2.982,0.346,0.447,,52.3,,,,,,0.0168191,0.00148846,0.00148846,0.00106176,0.00106176,
,,2.99,0.345,0.447,,67.3,,,,,,0.0224901,0.00241654,0.00241654,0.0014108,0.0014108,
,,2.999,0.345,0.448,,82.3,,,,,,0.0143014,0.00201525,0.00201525,0.00249392,0.00249392,
,,3.007,0.344,0.449,,97.3,,,,,,0.00637014,0.002307,0.002307,0.00037144,0.00037144,
,,2.99,0.345,0.447,,292.7,,,,,,0.0156026,0.0021946,0.0021946,0.00155408,0.00155408,
,,2.982,0.346,0.447,,307.7,,,,,,0.014542,0.00130055,0.00130055,0.00102755,0.00102755,
,,2.975,0.346,0.446,,322.7,,,,,,0.0189296,0.00132991,0.00132991,0.00127386,0.00127386,
,,2.969,0.347,0.445,,337.6,,,,,,0.0225555,0.00151077,0.00151077,0.00163173,0.00163173,
,,2.966,0.347,0.445,,352.5,,,,,,0.0239116,0.00167082,0.00167082,0.00153159,0.00153159,
,,3.041,0.455,0.454,,7.4,,,,,,0.0196549,0.000971073,0.000971073,0.00120014,0.00120014,
,,3.048,0.455,0.455,,22.3,,,,,,0.0180081,0.00103404,0.00103404,0.00126169,0.00126169,
,,3.061,0.453,0.456,,37.2,,,,,,0.0161404,0.00114934,0.00114934,0.00105451,0.00105451,
,,3.076,0.452,0.458,,52.2,,,,,,0.0106664,0.000743756,0.000743756,0.000629423,0.000629423,
,,3.091,0.451,0.46,,67.2,,,,,,0.00837984,0.000752559,0.000752559,0.000612551,0.000612551,
,,3.106,0.45,0.461,,82.2,,,,,,0.00875463,0.00109245,0.00109245,0.000682382,0.000682382,
,,3.12,0.45,0.463,,97.3,,,,,,0.0107027,0.00313935,0.00313935,0.00116328,0.00116328,
,,3.12,0.45,0.463,,262.7,,,,,,0.00725542,0.00206415,0.00206415,0.000640526,0.000640526,
,,3.106,0.45,0.461,,277.8,,,,,,0.00909523,0.00136401,0.00136401,0.00163392,0.00163392,
,,3.091,0.451,0.46,,292.8,,,,,,0.00852904,0.000836168,0.000836168,0.00200741,0.00200741,
,,3.076,0.452,0.458,,307.8,,,,,,0.0127163,0.00103267,0.00103267,0.000818324,0.000818324,
,,3.061,0.453,0.456,,322.8,,,,,,0.0159652,0.000900456,0.000900456,0.00116034,0.00116034,
,,3.048,0.455,0.455,,337.7,,,,,,0.0164204,0.000756092,0.000756092,0.00098583,0.00098583,
,,3.041,0.455,0.454,,352.6,,,,,,0.0201841,0.000869937,0.000869937,0.00122529,0.00122529,
,,3.054,0.62,0.456,,7.3,,,,,,0.0200774,0.000734338,0.000734338,0.00121648,0.00121648,
,,3.066,0.617,0.457,,22.1,,,,,,0.0161741,0.000725247,0.000725247,0.00112984,0.00112984,
,,3.084,0.614,0.459,,37.1,,,,,,0.0137968,0.00079359,0.00079359,0.000924872,0.000924872,
,,3.104,0.612,0.462,,52,,,,,,0.0110129,0.000769791,0.000769791,0.000719406,0.000719406,
,,3.122,0.61,0.464,,67.1,,,,,,0.00606276,0.000518301,0.000518301,0.000600007,0.000600007,
,,3.138,0.608,0.465,,82.1,,,,,,0.00491322,0.000807006,0.000807006,0.00160239,0.00160239,
,,3.151,0.607,0.467,,97.2,,,,,,0.00792298,0.00345199,0.00345199,0.00180406,0.00180406,
,,3.162,0.606,0.468,,112.3,,,,,,0.0156504,0.0114763,0.0114763,0.0014083,0.0014083,
,,3.171,0.605,0.469,,127.3,,,,,,0.00683474,0.00339656,0.00339656,0.000515521,0.000515521,
,,3.171,0.605,0.469,,232.7,,,,,,0.00474252,0.0038772,0.0038772,0.002253,0.002253,
,,3.162,0.606,0.468,,247.7,,,,,,0.00318926,0.00296015,0.00296015,1626.64,1626.64,
,,3.138,0.608,0.465,,277.9,,,,,,0.00499798,0.00102774,0.00102774,0.000591518,0.000591518,
,,3.122,0.61,0.464,,292.9,,,,,,0.00527982,0.000652505,0.000652505,0.000519281,0.000519281,
,,3.104,0.612,0.462,,308,,,,,,0.00916809,0.00072103,0.00072103,0.000842271,0.000842271,
,,3.084,0.614,0.459,,322.9,,,,,,0.0129484,0.000653428,0.000653428,0.000785057,0.000785057,
,,3.066,0.617,0.457,,337.9,,,,,,0.0168039,0.000612404,0.000612404,0.00101268,0.00101268,
,,3.054,0.62,0.456,,352.7,,,,,,0.018278,0.000581274,0.000581274,0.00114975,0.00114975,
,,3.017,0.909,0.455,,7.3,,,,,,0.0160037,0.000447356,0.000447356,0.000951135,0.000951135,
,,3.058,0.903,0.457,,21.7,,,,,,0.0124111,0.000464686,0.000464686,0.00102795,0.00102795,
,,3.087,0.891,0.46,,36.8,,,,,,0.00731433,0.000399884,0.000399884,0.000576514,0.000576514,
,,3.109,0.883,0.463,,51.8,,,,,,0.00531845,0.000369895,0.000369895,0.000480771,0.000480771,
,,3.127,0.878,0.465,,66.9,,,,,,0.00372057,0.000432544,0.000432544,0.00232338,0.00232338,
,,3.142,0.875,0.466,,82,,,,,,0.0147158,0.0109517,0.0109517,0.000858069,0.000858069,
,,3.161,0.871,0.468,,112.1,,,,,,0.00387686,0.00169815,0.00169815,0.000668327,0.000668327,
,,3.169,0.869,0.469,,127.2,,,,,,0.00317444,0.00107484,0.00107484,0.00064721,0.00064721,
,,3.161,0.871,0.468,,247.9,,,,,,0.00318057,0.00250843,0.00250843,0.000185458,0.000185458,
,,3.142,0.875,0.466,,278,,,,,,0.00254196,0.000792382,0.000792382,0.000297837,0.000297837,
,,3.127,0.878,0.465,,293.1,,,,,,0.00257202,0.000403166,0.000403166,0.00849224,0.00849224,
,,3.109,0.883,0.463,,308.2,,,,,,0.0037034,0.000343438,0.000343438,0.000335933,0.000335933,
,,3.087,0.891,0.46,,323.2,,,,,,0.00820416,0.000379317,0.000379317,0.000508826,0.000508826,
,,3.058,0.903,0.457,,338.3,,,,,,0.012441,0.000368868,0.000368868,0.000814669,0.000814669,
,,3.017,0.909,0.455,,352.7,,,,,,0.0157955,0.00040801,0.00040801,0.000960474,0.000960474,
,,3.051,1.473,0.46,,21.1,,,,,,0.0063836,0.00027405,0.00027405,0.000379429,0.000379429,
,,3.092,1.443,0.463,,36.4,,,,,,0.00298509,0.000215935,0.000215935,0.000209315,0.000209315,
,,3.117,1.426,0.465,,51.6,,,,,,0.00204752,0.000271635,0.000271635,0.000157609,0.000157609,
,,3.134,1.416,0.465,,66.8,,,,,,0.00122979,0.000355205,0.000355205,0.00022016,0.00022016,
,,3.141,1.406,0.466,,81.7,,,,,,0.00170916,0.000626968,0.000626968,0.000400062,0.000400062,
,,3.166,1.404,0.466,,97.4,,,,,,0.00384249,0.00187491,0.00187491,0.000390244,0.000390244,
,,3.159,1.393,0.467,,126.9,,,,,,0.00242604,0.00127006,0.00127006,0.000141502,0.000141502,
,,3.166,1.404,0.466,,262.6,,,,,,0.000928699,0.000579643,0.000579643,0.000586547,0.000586547,
