set,index,k,q_squared,x_b,t,phi,F,sigma,sigma_stat_plus,F1,F2
12,11,5.75,2.054,0.392,-0.233,172.5,0.02670,0.00264,0.09888,0.61246,0.94253
12,12,5.75,2.054,0.392,-0.233,187.5,0.02660,0.00264,0.09925,0.61246,0.94253
12,13,5.75,2.054,0.392,-0.233,202.5,0.03090,0.00276,0.08932,0.61246,0.94253
12,14,5.75,2.054,0.392,-0.233,217.5,0.02830,0.00276,0.09753,0.61246,0.94253
12,15,5.75,2.054,0.392,-0.233,232.5,0.02560,0.00276,0.10781,0.61246,0.94253
12,16,5.75,2.054,0.392,-0.233,247.5,0.03050,0.00300,0.09836,0.61246,0.94253
12,17,5.75,2.054,0.392,-0.233,262.5,0.03430,0.00324,0.09446,0.61246,0.94253
12,18,5.75,2.054,0.392,-0.233,277.5,0.03450,0.00336,0.09739,0.61246,0.94253
12,19,5.75,2.054,0.392,-0.233,292.5,0.04180,0.00360,0.08612,0.61246,0.94253
12,20,5.75,2.054,0.392,-0.233,307.5,0.04320,0.00384,0.08889,0.61246,0.94253
12,21,5.75,2.054,0.392,-0.233,322.5,0.05320,0.00420,0.07895,0.61246,0.94253
12,22,5.75,2.054,0.392,-0.233,337.5,0.05320,0.00420,0.07895,0.61246,0.94253
12,23,5.75,2.054,0.392,-0.233,352.5,0.05550,0.00444,0.08,0.61246,0.94253
13,0,5.75,2.074,0.398,-0.279,7.5,0.05630,0.00528,0.09378,0.56741,0.84881
13,1,5.75,2.074,0.398,-0.279,22.5,0.04520,0.00456,0.10088,0.56741,0.84881
13,2,5.75,2.074,0.398,-0.279,37.5,0.04490,0.00420,0.09354,0.56741,0.84881
13,3,5.75,2.074,0.398,-0.279,52.5,0.04120,0.00408,0.09903,0.56741,0.84881
13,4,5.75,2.074,0.398,-0.279,67.5,0.03460,0.00360,0.10405,0.56741,0.84881
13,5,5.75,2.074,0.398,-0.279,82.5,0.03090,0.00348,0.11262,0.56741,0.84881
13,6,5.75,2.074,0.398,-0.279,97.5,0.03050,0.00324,0.10623,0.56741,0.84881
13,7,5.75,2.074,0.398,-0.279,112.5,0.02890,0.00300,0.10381,0.56741,0.84881
13,8,5.75,2.074,0.398,-0.279,127.5,0.02310,0.00264,0.11429,0.56741,0.84881
13,9,5.75,2.074,0.398,-0.279,142.5,0.02320,0.00264,0.11379,0.56741,0.84881
13,10,5.75,2.074,0.398,-0.279,157.5,0.02540,0.00276,0.10866,0.56741,0.84881
13,11,5.75,2.074,0.398,-0.279,172.5,0.02420,0.00264,0.10909,0.56741,0.84881
13,12,5.75,2.074,0.398,-0.279,187.5,0.02240,0.00252,0.1125,0.56741,0.84881
13,13,5.75,2.074,0.398,-0.279,202.5,0.02040,0.00240,0.11765,0.56741,0.84881
13,14,5.75,2.074,0.398,-0.279,217.5,0.02910,0.00288,0.09897,0.56741,0.84881
13,15,5.75,2.074,0.398,-0.279,232.5,0.02160,0.00264,0.12222,0.56741,0.84881
13,16,5.75,2.074,0.398,-0.279,247.5,0.02670,0.00300,0.11236,0.56741,0.84881
13,17,5.75,2.074,0.398,-0.279,262.5,0.03000,0.00324,0.108,0.56741,0.84881
13,18,5.75,2.074,0.398,-0.279,277.5,0.03490,0.00336,0.09628,0.56741,0.84881
13,19,5.75,2.074,0.398,-0.279,292.5,0.03050,0.00324,0.10623,0.56741,0.84881
13,20,5.75,2.074,0.398,-0.279,307.5,0.03590,0.00360,0.10028,0.56741,0.84881
13,21,5.75,2.074,0.398,-0.279,322.5,0.04100,0.00396,0.09659,0.56741,0.84881
13,22,5.75,2.074,0.398,-0.279,337.5,0.04690,0.00456,0.09723,0.56741,0.84881
13,23,5.75,2.074,0.398,-0.279,352.5,0.04400,0.00492,0.11182,0.56741,0.84881
14,0,5.75,2.084,0.4,-0.324,7.5,0.05050,0.00708,0.1402,0.5287,0.77008
14,1,5.75,2.084,0.4,-0.324,22.5,0.05170,0.00612,0.11838,0.5287,0.77008
14,2,5.75,2.084,0.4,-0.324,37.5,0.03620,0.00480,0.1326,0.5287,0.77008
14,3,5.75,2.084,0.4,-0.324,52.5,0.03640,0.00456,0.12527,0.5287,0.77008
14,4,5.75,2.084,0.4,-0.324,67.5,0.03070,0.00384,0.12508,0.5287,0.77008
14,5,5.75,2.084,0.4,-0.324,82.5,0.02490,0.00360,0.14458,0.5287,0.77008
14,6,5.75,2.084,0.4,-0.324,97.5,0.02640,0.00348,0.13182,0.5287,0.77008
14,7,5.75,2.084,0.4,-0.324,112.5,0.02000,0.00300,0.15,0.5287,0.77008
14,8,5.75,2.084,0.4,-0.324,127.5,0.02450,0.00312,0.12735,0.5287,0.77008
14,9,5.75,2.084,0.4,-0.324,142.5,0.01890,0.00288,0.15238,0.5287,0.77008
14,10,5.75,2.084,0.4,-0.324,157.5,0.02000,0.00324,0.162,0.5287,0.77008
14,11,5.75,2.084,0.4,-0.324,172.5,0.01850,0.00312,0.16865,0.5287,0.77008
14,12,5.75,2.084,0.4,-0.324,187.5,0.01660,0.00312,0.18795,0.5287,0.77008
14,13,5.75,2.084,0.4,-0.324,202.5,0.02280,0.00336,0.14737,0.5287,0.77008
14,14,5.75,2.084,0.4,-0.324,217.5,0.02210,0.00312,0.14118,0.5287,0.77008
14,15,5.75,2.084,0.4,-0.324,232.5,0.02080,0.00312,0.15,0.5287,0.77008
14,16,5.75,2.084,0.4,-0.324,247.5,0.02810,0.00348,0.12384,0.5287,0.77008
14,17,5.75,2.084,0.4,-0.324,262.5,0.02480,0.00348,0.14032,0.5287,0.77008
14,18,5.75,2.084,0.4,-0.324,277.5,0.02820,0.00372,0.13191,0.5287,0.77008
14,19,5.75,2.084,0.4,-0.324,292.5,0.02700,0.00360,0.13333,0.5287,0.77008
14,20,5.75,2.084,0.4,-0.324,307.5,0.03930,0.00432,0.10992,0.5287,0.77008
14,21,5.75,2.084,0.4,-0.324,322.5,0.03950,0.00492,0.12456,0.5287,0.77008
14,22,5.75,2.084,0.4,-0.324,337.5,0.04140,0.00600,0.14493,0.5287,0.77008
14,23,5.75,2.084,0.4,-0.324,352.5,0.03740,0.00660,0.17647,0.5287,0.77008
15,0,5.75,2.091,0.401,-0.371,7.5,0.05330,0.01080,0.20263,0.49291,0.69902
15,1,5.75,2.091,0.401,-0.371,22.5,0.05200,0.00828,0.15923,0.49291,0.69902
15,2,5.75,2.091,0.401,-0.371,37.5,0.03690,0.00576,0.1561,0.49291,0.69902
15,3,5.75,2.091,0.401,-0.371,52.5,0.03380,0.00492,0.14556,0.49291,0.69902
15,4,5.75,2.091,0.401,-0.371,67.5,0.03100,0.00420,0.13548,0.49291,0.69902
15,5,5.75,2.091,0.401,-0.371,82.5,0.02200,0.00360,0.16364,0.49291,0.69902
15,6,5.75,2.091,0.401,-0.371,97.5,0.02740,0.00384,0.14015,0.49291,0.69902
15,7,5.75,2.091,0.401,-0.371,112.5,0.02400,0.00372,0.155,0.49291,0.69902
15,8,5.75,2.091,0.401,-0.371,127.5,0.01970,0.00360,0.18274,0.49291,0.69902
15,9,5.75,2.091,0.401,-0.371,142.5,0.01620,0.00384,0.23704,0.49291,0.69902
15,10,5.75,2.091,0.401,-0.371,157.5,0.01550,0.00432,0.27871,0.49291,0.69902
15,11,5.75,2.091,0.401,-0.371,172.5,0.01590,0.00468,0.29434,0.49291,0.69902
15,12,5.75,2.091,0.401,-0.371,187.5,0.01740,0.00480,0.27586,0.49291,0.69902
15,13,5.75,2.091,0.401,-0.371,202.5,0.01720,0.00408,0.23721,0.49291,0.69902
15,14,5.75,2.091,0.401,-0.371,217.5,0.02220,0.00384,0.17297,0.49291,0.69902
15,15,5.75,2.091,0.401,-0.371,232.5,0.01710,0.00324,0.18947,0.49291,0.69902
15,16,5.75,2.091,0.401,-0.371,247.5,0.02260,0.00360,0.15929,0.49291,0.69902
15,17,5.75,2.091,0.401,-0.371,262.5,0.01950,0.00348,0.17846,0.49291,0.69902
15,18,5.75,2.091,0.401,-0.371,277.5,0.02370,0.00372,0.15696,0.49291,0.69902
15,19,5.75,2.091,0.401,-0.371,292.5,0.02720,0.00420,0.15441,0.49291,0.69902
15,20,5.75,2.091,0.401,-0.371,307.5,0.02970,0.00456,0.15354,0.49291,0.69902
15,21,5.75,2.091,0.401,-0.371,322.5,0.03160,0.00576,0.18228,0.49291,0.69902
15,22,5.75,2.091,0.401,-0.371,337.5,0.03340,0.00768,0.22994,0.49291,0.69902
15,23,5.75,2.091,0.401,-0.371,352.5,0.04360,0.01056,0.2422,0.49291,0.69902
16,0,5.75,2.161,0.336,-0.171,7.5,0.12070,0.00564,0.04673,0.68437,1.09589
16,1,5.75,2.161,0.336,-0.171,22.5,0.13250,0.00588,0.04438,0.68437,1.09589
16,2,5.75,2.161,0.336,-0.171,37.5,0.11870,0.00540,0.04549,0.68437,1.09589
16,3,5.75,2.161,0.336,-0.171,52.5,0.09980,0.00492,0.0493,0.68437,1.09589
16,4,5.75,2.161,0.336,-0.171,67.5,0.08840,0.00456,0.05158,0.68437,1.09589
16,5,5.75,2.161,0.336,-0.171,82.5,0.08140,0.00432,0.05307,0.68437,1.09589
16,6,5.75,2.161,0.336,-0.171,97.5,0.06270,0.00372,0.05933,0.68437,1.09589
16,7,5.75,2.161,0.336,-0.171,112.5,0.06130,0.00360,0.05873,0.68437,1.09589
16,8,5.75,2.161,0.336,-0.171,127.5,0.05810,0.00360,0.06196,0.68437,1.09589
16,9,5.75,2.161,0.336,-0.171,142.5,0.05290,0.00324,0.06125,0.68437,1.09589
16,10,5.75,2.161,0.336,-0.171,157.5,0.04390,0.00312,0.07107,0.68437,1.09589
16,11,5.75,2.161,0.336,-0.171,172.5,0.04540,0.00300,0.06608,0.68437,1.09589
16,12,5.75,2.161,0.336,-0.171,187.5,0.04100,0.00288,0.07024,0.68437,1.09589
16,13,5.75,2.161,0.336,-0.171,202.5,0.04420,0.00300,0.06787,0.68437,1.09589
16,14,5.75,2.161,0.336,-0.171,217.5,0.05160,0.00324,0.06279,0.68437,1.09589
16,15,5.75,2.161,0.336,-0.171,232.5,0.05770,0.00348,0.06031,0.68437,1.09589
16,16,5.75,2.161,0.336,-0.171,247.5,0.05690,0.00348,0.06116,0.68437,1.09589
16,17,5.75,2.161,0.336,-0.171,262.5,0.06930,0.00384,0.05541,0.68437,1.09589
16,18,5.75,2.161,0.336,-0.171,277.5,0.07700,0.00420,0.05455,0.68437,1.09589
16,19,5.75,2.161,0.336,-0.171,292.5,0.09550,0.00468,0.04901,0.68437,1.09589
16,20,5.75,2.161,0.336,-0.171,307.5,0.10310,0.00480,0.04656,0.68437,1.09589
16,21,5.75,2.161,0.336,-0.171,322.5,0.11410,0.00528,0.04628,0.68437,1.09589
16,22,5.75,2.161,0.336,-0.171,337.5,0.11780,0.00552,0.04686,0.68437,1.09589
16,23,5.75,2.161,0.336,-0.171,352.5,0.12030,0.00576,0.04788,0.68437,1.09589
17,0,5.75,2.19,0.342,-0.231,7.5,0.10010,0.00912,0.09111,0.61456,0.94696
17,1,5.75,2.19,0.342,-0.231,22.5,0.10690,0.00816,0.07633,0.61456,0.94696
17,2,5.75,2.19,0.342,-0.231,37.5,0.09390,0.00732,0.07796,0.61456,0.94696
17,3,5.75,2.19,0.342,-0.231,52.5,0.07690,0.00600,0.07802,0.61456,0.94696
17,4,5.75,2.19,0.342,-0.231,67.5,0.06770,0.00540,0.07976,0.61456,0.94696
17,5,5.75,2.19,0.342,-0.231,82.5,0.05510,0.00468,0.08494,0.61456,0.94696
17,6,5.75,2.19,0.342,-0.231,97.5,0.05380,0.00444,0.08253,0.61456,0.94696
17,7,5.75,2.19,0.342,-0.231,112.5,0.04030,0.00372,0.09231,0.61456,0.94696
17,8,5.75,2.19,0.342,-0.231,127.5,0.03730,0.00336,0.09008,0.61456,0.94696
17,9,5.75,2.19,0.342,-0.231,142.5,0.03360,0.00324,0.09643,0.61456,0.94696
17,10,5.75,2.19,0.342,-0.231,157.5,0.03440,0.00336,0.09767,0.61456,0.94696
17,11,5.75,2.19,0.342,-0.231,172.5,0.03190,0.00312,0.09781,0.61456,0.94696
17,12,5.75,2.19,0.342,-0.231,187.5,0.03260,0.00324,0.09939,0.61456,0.94696
17,13,5.75,2.19,0.342,-0.231,202.5,0.03710,0.00336,0.09057,0.61456,0.94696
17,14,5.75,2.19,0.342,-0.231,217.5,0.03950,0.00348,0.0881,0.61456,0.94696
17,15,5.75,2.19,0.342,-0.231,232.5,0.04150,0.00360,0.08675,0.61456,0.94696
17,16,5.75,2.19,0.342,-0.231,247.5,0.04300,0.00372,0.08651,0.61456,0.94696
17,17,5.75,2.19,0.342,-0.231,262.5,0.05090,0.00420,0.08251,0.61456,0.94696
17,18,5.75,2.19,0.342,-0.231,277.5,0.05420,0.00444,0.08192,0.61456,0.94696
17,19,5.75,2.19,0.342,-0.231,292.5,0.06780,0.00504,0.07434,0.61456,0.94696
17,20,5.75,2.19,0.342,-0.231,307.5,0.08420,0.00576,0.06841,0.61456,0.94696
17,21,5.75,2.19,0.342,-0.231,322.5,0.09070,0.00660,0.07277,0.61456,0.94696
17,22,5.75,2.19,0.342,-0.231,337.5,0.08380,0.00792,0.09451,0.61456,0.94696
17,23,5.75,2.19,0.342,-0.231,352.5,0.08790,0.00888,0.10102,0.61456,0.94696
18,0,5.75,2.194,0.343,-0.278,37.5,0.05870,0.00840,0.1431,0.56833,0.85069
18,1,5.75,2.194,0.343,-0.278,52.5,0.05930,0.00696,0.11737,0.56833,0.85069
18,2,5.75,2.194,0.343,-0.278,67.5,0.05440,0.00612,0.1125,0.56833,0.85069
18,3,5.75,2.194,0.343,-0.278,82.5,0.04780,0.00504,0.10544,0.56833,0.85069
18,4,5.75,2.194,0.343,-0.278,97.5,0.03670,0.00432,0.11771,0.56833,0.85069
18,5,5.75,2.194,0.343,-0.278,112.5,0.03650,0.00396,0.10849,0.56833,0.85069
18,6,5.75,2.194,0.343,-0.278,127.5,0.02590,0.00312,0.12046,0.56833,0.85069
18,7,5.75,2.194,0.343,-0.278,142.5,0.02730,0.00324,0.11868,0.56833,0.85069
18,8,5.75,2.194,0.343,-0.278,157.5,0.02920,0.00336,0.11507,0.56833,0.85069
18,9,5.75,2.194,0.343,-0.278,172.5,0.02990,0.00336,0.11237,0.56833,0.85069
18,10,5.75,2.194,0.343,-0.278,187.5,0.02770,0.00336,0.1213,0.56833,0.85069
18,11,5.75,2.194,0.343,-0.278,202.5,0.02370,0.00312,0.13165,0.56833,0.85069
18,12,5.75,2.194,0.343,-0.278,217.5,0.03120,0.00336,0.10769,0.56833,0.85069
18,13,5.75,2.194,0.343,-0.278,232.5,0.03340,0.00348,0.10419,0.56833,0.85069
18,14,5.75,2.194,0.343,-0.278,247.5,0.03090,0.00360,0.1165,0.56833,0.85069
18,15,5.75,2.194,0.343,-0.278,262.5,0.03640,0.00408,0.11209,0.56833,0.85069
18,16,5.75,2.194,0.343,-0.278,277.5,0.04850,0.00468,0.09649,0.56833,0.85069
18,17,5.75,2.194,0.343,-0.278,292.5,0.05160,0.00516,0.1,0.56833,0.85069
18,18,5.75,2.194,0.343,-0.278,307.5,0.06030,0.00648,0.10746,0.56833,0.85069
18,19,5.75,2.194,0.343,-0.278,322.5,0.06220,0.00768,0.12347,0.56833,0.85069
18,20,5.75,2.194,0.343,-0.278,307.5,0.00000,0.00000,0,0,0
18,21,5.75,2.194,0.343,-0.278,322.5,0.00000,0.00000,0,0,0
18,22,5.75,2.194,0.343,-0.278,337.5,0.00000,0.00000,0,0,0
18,23,5.75,2.194,0.343,-0.278,352.5,0.00000,0.00000,0,0,0
19,0,5.75,2.191,0.342,-0.324,37.5,0.05380,0.01212,0.22528,0.5287,0.77008
19,1,5.75,2.191,0.342,-0.324,52.5,0.04860,0.00876,0.18025,0.5287,0.77008
19,2,5.75,2.191,0.342,-0.324,67.5,0.05580,0.00744,0.13333,0.5287,0.77008
19,3,5.75,2.191,0.342,-0.324,82.5,0.03420,0.00528,0.15439,0.5287,0.77008
19,4,5.75,2.191,0.342,-0.324,97.5,0.03090,0.00456,0.14757,0.5287,0.77008
19,5,5.75,2.191,0.342,-0.324,112.5,0.02860,0.00408,0.14266,0.5287,0.77008
19,6,5.75,2.191,0.342,-0.324,127.5,0.02760,0.00372,0.13478,0.5287,0.77008
19,7,5.75,2.191,0.342,-0.324,142.5,0.02670,0.00360,0.13483,0.5287,0.77008
19,8,5.75,2.191,0.342,-0.324,157.5,0.02480,0.00336,0.13548,0.5287,0.77008
19,9,5.75,2.191,0.342,-0.324,172.5,0.02350,0.00336,0.14298,0.5287,0.77008
19,10,5.75,2.191,0.342,-0.324,187.5,0.02160,0.00336,0.15556,0.5287,0.77008
19,11,5.75,2.191,0.342,-0.324,202.5,0.02920,0.00360,0.12329,0.5287,0.77008
19,12,5.75,2.191,0.342,-0.324,217.5,0.02300,0.00324,0.14087,0.5287,0.77008
19,13,5.75,2.191,0.342,-0.324,232.5,0.02930,0.00360,0.12287,0.5287,0.77008
19,14,5.75,2.191,0.342,-0.324,247.5,0.02140,0.00372,0.17383,0.5287,0.77008
19,15,5.75,2.191,0.342,-0.324,262.5,0.03040,0.00468,0.15395,0.5287,0.77008
19,16,5.75,2.191,0.342,-0.324,277.5,0.04360,0.00528,0.1211,0.5287,0.77008
19,17,5.75,2.191,0.342,-0.324,292.5,0.05500,0.00672,0.12218,0.5287,0.77008
19,18,5.75,2.191,0.342,-0.324,307.5,0.03950,0.00744,0.18835,0.5287,0.77008
19,19,5.75,2.191,0.342,-0.324,322.5,0.07010,0.01188,0.16947,0.5287,0.77008
19,20,5.75,2.191,0.342,-0.324,307.5,0.00000,0.00000,0,0,0
19,21,5.75,2.191,0.342,-0.324,322.5,0.00000,0.00000,0,0,0
19,22,5.75,2.191,0.342,-0.324,337.5,0.00000,0.00000,0,0,0
19,23,5.75,2.191,0.342,-0.324,352.5,0.00000,0.00000,0,0,0
20,0,5.75,2.193,0.342,-0.371,37.5,0.06880,0.02556,0.37151,0.49291,0.69902
20,1,5.75,2.193,0.342,-0.371,52.5,0.03710,0.01248,0.33639,0.49291,0.69902
20,2,5.75,2.193,0.342,-0.371,67.5,0.04060,0.00840,0.2069,0.49291,0.69902
20,3,5.75,2.193,0.342,-0.371,82.5,0.02900,0.00600,0.2069,0.49291,0.69902
20,4,5.75,2.193,0.342,-0.371,97.5,0.02700,0.00516,0.19111,0.49291,0.69902
20,5,5.75,2.193,0.342,-0.371,112.5,0.02100,0.00420,0.2,0.49291,0.69902
20,6,5.75,2.193,0.342,-0.371,127.5,0.01880,0.00348,0.18511,0.49291,0.69902
20,7,5.75,2.193,0.342,-0.371,142.5,0.01790,0.00336,0.18771,0.49291,0.69902
20,8,5.75,2.193,0.342,-0.371,157.5,0.01870,0.00360,0.19251,0.49291,0.69902
20,9,5.75,2.193,0.342,-0.371,172.5,0.01720,0.00384,0.22326,0.49291,0.69902
20,10,5.75,2.193,0.342,-0.371,187.5,0.01620,0.00348,0.21481,0.49291,0.69902
20,11,5.75,2.193,0.342,-0.371,202.5,0.02130,0.00360,0.16901,0.49291,0.69902
20,12,5.75,2.193,0.342,-0.371,217.5,0.01770,0.00336,0.18983,0.49291,0.69902
20,13,5.75,2.193,0.342,-0.371,232.5,0.02420,0.00360,0.14876,0.49291,0.69902
20,14,5.75,2.193,0.342,-0.371,247.5,0.02250,0.00408,0.18133,0.49291,0.69902
20,15,5.75,2.193,0.342,-0.371,262.5,0.01810,0.00432,0.23867,0.49291,0.69902
20,16,5.75,2.193,0.342,-0.371,277.5,0.03280,0.00540,0.16463,0.49291,0.69902
20,17,5.75,2.193,0.342,-0.371,292.5,0.03550,0.00756,0.21296,0.49291,0.69902
20,18,5.75,2.193,0.342,-0.371,307.5,0.04310,0.01044,0.24223,0.49291,0.69902
20,19,5.75,2.193,0.342,-0.371,322.5,0.04960,0.01860,0.375,0.49291,0.69902
20,20,5.75,2.193,0.342,-0.371,307.5,0.00000,0.00000,0,0,0
20,21,5.75,2.193,0.342,-0.371,322.5,0.00000,0.00000,0,0,0
20,22,5.75,2.193,0.342,-0.371,337.5,0.00000,0.00000,0,0,0
20,23,5.75,2.193,0.342,-0.371,352.5,0.00000,0.00000,0,0,0
21,0,7.383,3.17,0.363,-0.21085,7.5,0.04685,0.00206,0.0439,0.63651,0.99336
21,1,7.383,3.17,0.363,-0.21085,22.5,0.04300,0.00198,0.04604,0.63651,0.99336
21,2,7.383,3.17,0.363,-0.21085,37.5,0.04120,0.00189,0.04582,0.63651,0.99336
21,3,7.383,3.17,0.363,-0.21085,52.5,0.03692,0.00174,0.04701,0.63651,0.99336
21,4,7.383,3.17,0.363,-0.21085,67.5,0.03529,0.00160,0.04535,0.63651,0.99336
21,5,7.383,3.17,0.363,-0.21085,82.5,0.02995,0.00153,0.05092,0.63651,0.99336
21,6,7.383,3.17,0.363,-0.21085,97.5,0.02703,0.00138,0.05102,0.63651,0.99336
21,7,7.383,3.17,0.363,-0.21085,112.5,0.02304,0.00119,0.05174,0.63651,0.99336
21,8,7.383,3.17,0.363,-0.21085,127.5,0.02258,0.00118,0.05246,0.63651,0.99336
21,9,7.383,3.17,0.363,-0.21085,142.5,0.02119,0.00114,0.0536,0.63651,0.99336
21,10,7.383,3.17,0.363,-0.21085,157.5,0.02063,0.00113,0.05499,0.63651,0.99336
21,11,7.383,3.17,0.363,-0.21085,172.5,0.01966,0.00106,0.05408,0.63651,0.99336
21,12,7.383,3.17,0.363,-0.21085,187.5,0.02120,0.00114,0.05382,0.63651,0.99336
21,13,7.383,3.17,0.363,-0.21085,202.5,0.02104,0.00113,0.05348,0.63651,0.99336
21,14,7.383,3.17,0.363,-0.21085,217.5,0.02064,0.00116,0.05638,0.63651,0.99336
21,15,7.383,3.17,0.363,-0.21085,232.5,0.02057,0.00112,0.05468,0.63651,0.99336
21,16,7.383,3.17,0.363,-0.21085,247.5,0.02456,0.00125,0.05076,0.63651,0.99336
21,17,7.383,3.17,0.363,-0.21085,262.5,0.02719,0.00138,0.05075,0.63651,0.99336
21,18,7.383,3.17,0.363,-0.21085,277.5,0.02885,0.00143,0.04969,0.63651,0.99336
21,19,7.383,3.17,0.363,-0.21085,292.5,0.03594,0.00170,0.04722,0.63651,0.99336
21,20,7.383,3.17,0.363,-0.21085,307.5,0.03933,0.00176,0.04475,0.63651,0.99336
21,21,7.383,3.17,0.363,-0.21085,322.5,0.04277,0.00191,0.04462,0.63651,0.99336
21,22,7.383,3.17,0.363,-0.21085,337.5,0.04669,0.00209,0.04482,0.63651,0.99336
21,23,7.383,3.17,0.363,-0.21085,352.5,0.05042,0.00214,0.04236,0.63651,0.99336
22,0,7.383,3.17,0.363,-0.29665,7.5,0.04374,0.00215,0.04919,0.55166,0.81655
22,1,7.383,3.17,0.363,-0.29665,22.5,0.03845,0.00200,0.05199,0.55166,0.81655
22,2,7.383,3.17,0.363,-0.29665,37.5,0.03587,0.00190,0.05297,0.55166,0.81655
22,3,7.383,3.17,0.363,-0.29665,52.5,0.03162,0.00162,0.05113,0.55166,0.81655
22,4,7.383,3.17,0.363,-0.29665,67.5,0.02425,0.00132,0.05438,0.55166,0.81655
22,5,7.383,3.17,0.363,-0.29665,82.5,0.02062,0.00119,0.05784,0.55166,0.81655
22,6,7.383,3.17,0.363,-0.29665,97.5,0.01769,0.00105,0.05924,0.55166,0.81655
22,7,7.383,3.17,0.363,-0.29665,112.5,0.01511,0.00093,0.06154,0.55166,0.81655
22,8,7.383,3.17,0.363,-0.29665,127.5,0.01295,0.00086,0.06679,0.55166,0.81655
22,9,7.383,3.17,0.363,-0.29665,142.5,0.01345,0.00087,0.06472,0.55166,0.81655
22,10,7.383,3.17,0.363,-0.29665,157.5,0.01070,0.00076,0.07114,0.55166,0.81655
22,11,7.383,3.17,0.363,-0.29665,172.5,0.01124,0.00081,0.07174,0.55166,0.81655
22,12,7.383,3.17,0.363,-0.29665,187.5,0.01152,0.00080,0.06949,0.55166,0.81655
22,13,7.383,3.17,0.363,-0.29665,202.5,0.01320,0.00086,0.06546,0.55166,0.81655
22,14,7.383,3.17,0.363,-0.29665,217.5,0.01397,0.00090,0.0641,0.55166,0.81655
22,15,7.383,3.17,0.363,-0.29665,232.5,0.01439,0.00095,0.06587,0.55166,0.81655
22,16,7.383,3.17,0.363,-0.29665,247.5,0.01675,0.00108,0.06421,0.55166,0.81655
22,17,7.383,3.17,0.363,-0.29665,262.5,0.01842,0.00113,0.06131,0.55166,0.81655
22,18,7.383,3.17,0.363,-0.29665,277.5,0.02197,0.00132,0.0601,0.55166,0.81655
22,19,7.383,3.17,0.363,-0.29665,292.5,0.02567,0.00150,0.05861,0.55166,0.81655
22,20,7.383,3.17,0.363,-0.29665,307.5,0.03149,0.00161,0.0511,0.55166,0.81655
22,21,7.383,3.17,0.363,-0.29665,322.5,0.03910,0.00183,0.04688,0.55166,0.81655
22,22,7.383,3.17,0.363,-0.29665,337.5,0.04204,0.00204,0.04847,0.55166,0.81655
22,23,7.383,3.17,0.363,-0.29665,352.5,0.04614,0.00220,0.04774,0.55166,0.81655
23,0,7.383,3.18,0.365,-0.38488,7.5,0.03354,0.00280,0.08339,0.48313,0.67991
23,1,7.383,3.18,0.365,-0.38488,22.5,0.03077,0.00234,0.07607,0.48313,0.67991
23,2,7.383,3.18,0.365,-0.38488,37.5,0.02466,0.00167,0.06784,0.48313,0.67991
23,3,7.383,3.18,0.365,-0.38488,52.5,0.02045,0.00136,0.06649,0.48313,0.67991
23,4,7.383,3.18,0.365,-0.38488,67.5,0.01693,0.00112,0.06634,0.48313,0.67991
23,5,7.383,3.18,0.365,-0.38488,82.5,0.01414,0.00101,0.07151,0.48313,0.67991
23,6,7.383,3.18,0.365,-0.38488,97.5,0.01212,0.00086,0.07115,0.48313,0.67991
23,7,7.383,3.18,0.365,-0.38488,112.5,0.01077,0.00079,0.07375,0.48313,0.67991
23,8,7.383,3.18,0.365,-0.38488,127.5,0.00957,0.00074,0.07721,0.48313,0.67991
23,9,7.383,3.18,0.365,-0.38488,142.5,0.00859,0.00071,0.08258,0.48313,0.67991
23,10,7.383,3.18,0.365,-0.38488,157.5,0.00905,0.00073,0.08019,0.48313,0.67991
23,11,7.383,3.18,0.365,-0.38488,172.5,0.00928,0.00076,0.08141,0.48313,0.67991
23,12,7.383,3.18,0.365,-0.38488,187.5,0.00890,0.00072,0.08135,0.48313,0.67991
23,13,7.383,3.18,0.365,-0.38488,202.5,0.01015,0.00079,0.07815,0.48313,0.67991
23,14,7.383,3.18,0.365,-0.38488,217.5,0.00931,0.00075,0.08096,0.48313,0.67991
23,15,7.383,3.18,0.365,-0.38488,232.5,0.00957,0.00077,0.08089,0.48313,0.67991
23,16,7.383,3.18,0.365,-0.38488,247.5,0.01043,0.00084,0.08066,0.48313,0.67991
23,17,7.383,3.18,0.365,-0.38488,262.5,0.01400,0.00096,0.0686,0.48313,0.67991
23,18,7.383,3.18,0.365,-0.38488,277.5,0.01522,0.00107,0.07026,0.48313,0.67991
23,19,7.383,3.18,0.365,-0.38488,292.5,0.01955,0.00125,0.06401,0.48313,0.67991
23,20,7.383,3.18,0.365,-0.38488,307.5,0.02395,0.00149,0.06204,0.48313,0.67991
23,21,7.383,3.18,0.365,-0.38488,322.5,0.02902,0.00174,0.05987,0.48313,0.67991
23,22,7.383,3.18,0.365,-0.38488,337.5,0.03418,0.00230,0.0673,0.48313,0.67991
23,23,7.383,3.18,0.365,-0.38488,352.5,0.03616,0.00283,0.07818,0.48313,0.67991
24,0,7.383,3.18,0.365,-0.47088,7.5,0.02955,0.00706,0.23884,0.42915,0.57719
24,1,7.383,3.18,0.365,-0.47088,22.5,0.02071,0.00395,0.19069,0.42915,0.57719
24,2,7.383,3.18,0.365,-0.47088,37.5,0.02158,0.00216,0.09987,0.42915,0.57719
