set,index,k,q_squared,x_b,t,phi,F,sigma,sigma_stat_plus,F1,F2
92,5,5.75,1.63,0.185,-0.2,82.04,0.76850,0.08470,0.11021,0.64892,1.01978
92,6,5.75,1.63,0.185,-0.2,97.12,0.58430,0.09889,0.16925,0.64892,1.01978
92,7,5.75,1.63,0.185,-0.2,112.19,0.40910,0.05242,0.12813,0.64892,1.01978
92,8,5.75,1.63,0.185,-0.2,127.26,0.33320,0.06206,0.18625,0.64892,1.01978
92,9,5.75,1.63,0.185,-0.2,142.33,0.28740,0.04408,0.15339,0.64892,1.01978
92,10,5.75,1.63,0.185,-0.2,157.4,0.22160,0.03333,0.1504,0.64892,1.01978
92,11,5.75,1.63,0.185,-0.2,172.47,0.21590,0.03980,0.18436,0.64892,1.01978
92,12,5.75,1.63,0.185,-0.2,187.53,0.26060,0.04595,0.17631,0.64892,1.01978
92,13,5.75,1.63,0.185,-0.2,202.6,0.25880,0.03661,0.14146,0.64892,1.01978
92,14,5.75,1.63,0.185,-0.2,217.67,0.31850,0.04555,0.143,0.64892,1.01978
92,15,5.75,1.63,0.185,-0.2,232.74,0.38050,0.05006,0.13158,0.64892,1.01978
92,16,5.75,1.63,0.185,-0.2,247.81,0.48630,0.05758,0.11841,0.64892,1.01978
92,17,5.75,1.63,0.185,-0.2,262.88,0.55790,0.06219,0.11147,0.64892,1.01978
92,18,5.75,1.63,0.185,-0.2,277.96,0.75260,0.07630,0.10138,0.64892,1.01978
92,19,5.75,1.63,0.185,-0.2,292.95,1.18690,0.13056,0.11,0.64892,1.01978
92,20,5.75,1.63,0.185,-0.2,305.97,1.49570,0.15862,0.10605,0.64892,1.01978
92,21,5.75,1.63,0.185,-0.2,317.1,0.00000,0.00000,0,0.64892,1.01978
92,22,5.75,1.63,0.185,-0.2,337.5,0.00000,0.00000,0,0.64892,1.01978
92,23,5.75,1.63,0.185,-0.2,352.5,0.00000,0.00000,0,0.64892,1.01978
93,0,5.75,1.63,0.185,-0.26,7.5,0.00000,0.00000,0,0.58528,0.88573
93,1,5.75,1.63,0.185,-0.26,22.5,0.00000,0.00000,0,0.58528,0.88573
93,2,5.75,1.63,0.185,-0.26,43.19,0.00000,0.00000,0,0.58528,0.88573
93,3,5.75,1.63,0.185,-0.26,53.76,1.27720,0.11093,0.08686,0.58528,0.88573
93,4,5.75,1.63,0.185,-0.26,66.9,0.81270,0.09851,0.12122,0.58528,0.88573
93,5,5.75,1.63,0.185,-0.26,82.01,0.47410,0.06990,0.14744,0.58528,0.88573
93,6,5.75,1.63,0.185,-0.26,97.1,0.35270,0.03735,0.1059,0.58528,0.88573
93,7,5.75,1.63,0.185,-0.26,112.18,0.27370,0.03398,0.12416,0.58528,0.88573
93,8,5.75,1.63,0.185,-0.26,127.25,0.26390,0.03989,0.15114,0.58528,0.88573
93,9,5.75,1.63,0.185,-0.26,142.32,0.19490,0.03411,0.17499,0.58528,0.88573
93,10,5.75,1.63,0.185,-0.26,157.4,0.21500,0.03076,0.14308,0.58528,0.88573
93,11,5.75,1.63,0.185,-0.26,172.47,0.18300,0.03013,0.16466,0.58528,0.88573
93,12,5.75,1.63,0.185,-0.26,187.53,0.14910,0.04379,0.29367,0.58528,0.88573
93,13,5.75,1.63,0.185,-0.26,202.6,0.21330,0.03699,0.17342,0.58528,0.88573
93,14,5.75,1.63,0.185,-0.26,217.68,0.19490,0.03035,0.15571,0.58528,0.88573
93,15,5.75,1.63,0.185,-0.26,232.75,0.25120,0.04226,0.16823,0.58528,0.88573
93,16,5.75,1.63,0.185,-0.26,247.82,0.24680,0.03273,0.13261,0.58528,0.88573
93,17,5.75,1.63,0.185,-0.26,262.9,0.34800,0.03727,0.1071,0.58528,0.88573
93,18,5.75,1.63,0.185,-0.26,277.99,0.40300,0.05052,0.12537,0.58528,0.88573
93,19,5.75,1.63,0.185,-0.26,293.1,0.67330,0.09921,0.14735,0.58528,0.88573
93,20,5.75,1.63,0.185,-0.26,306.24,1.12790,0.10923,0.09684,0.58528,0.88573
93,21,5.75,1.63,0.185,-0.26,316.81,0.00000,0.00000,0,0.58528,0.88573
93,22,5.75,1.63,0.185,-0.26,337.5,0.00000,0.00000,0,0.58528,0.88573
93,23,5.75,1.63,0.185,-0.26,352.5,0.00000,0.00000,0,0.58528,0.88573
94,0,5.75,1.63,0.185,-0.34,7.5,0.00000,0.00000,0,0.51603,0.74472
94,1,5.75,1.63,0.185,-0.34,22.5,0.00000,0.00000,0,0.51603,0.74472
94,2,5.75,1.63,0.185,-0.34,43.39,0.00000,0.00000,0,0.51603,0.74472
94,3,5.75,1.63,0.185,-0.34,53.05,0.76830,0.07791,0.10141,0.51603,0.74472
94,4,5.75,1.63,0.185,-0.34,66.88,0.37190,0.03715,0.09989,0.51603,0.74472
94,5,5.75,1.63,0.185,-0.34,81.99,0.30680,0.03277,0.1068,0.51603,0.74472
94,6,5.75,1.63,0.185,-0.34,97.09,0.22050,0.02654,0.12038,0.51603,0.74472
94,7,5.75,1.63,0.185,-0.34,112.17,0.13870,0.01795,0.1294,0.51603,0.74472
94,8,5.75,1.63,0.185,-0.34,127.25,0.14660,0.02105,0.14358,0.51603,0.74472
94,9,5.75,1.63,0.185,-0.34,142.32,0.08840,0.01581,0.17886,0.51603,0.74472
94,10,5.75,1.63,0.185,-0.34,157.39,0.11790,0.02186,0.18538,0.51603,0.74472
94,11,5.75,1.63,0.185,-0.34,172.46,0.12000,0.02271,0.18926,0.51603,0.74472
94,12,5.75,1.63,0.185,-0.34,187.54,0.09330,0.02025,0.21701,0.51603,0.74472
94,13,5.75,1.63,0.185,-0.34,202.61,0.09570,0.01702,0.17785,0.51603,0.74472
94,14,5.75,1.63,0.185,-0.34,217.68,0.11640,0.01668,0.14332,0.51603,0.74472
94,15,5.75,1.63,0.185,-0.34,232.75,0.13930,0.02197,0.15774,0.51603,0.74472
94,16,5.75,1.63,0.185,-0.34,247.83,0.16790,0.02345,0.13965,0.51603,0.74472
94,17,5.75,1.63,0.185,-0.34,262.91,0.16500,0.02246,0.13609,0.51603,0.74472
94,18,5.75,1.63,0.185,-0.34,278.01,0.30740,0.03535,0.115,0.51603,0.74472
94,19,5.75,1.63,0.185,-0.34,293.12,0.45510,0.05550,0.12196,0.51603,0.74472
94,20,5.75,1.63,0.185,-0.34,306.95,0.64230,0.07499,0.11676,0.51603,0.74472
94,21,5.75,1.63,0.185,-0.34,316.61,0.00000,0.00000,0,0.51603,0.74472
94,22,5.75,1.63,0.185,-0.34,337.5,0.00000,0.00000,0,0.51603,0.74472
94,23,5.75,1.63,0.185,-0.34,352.5,0.00000,0.00000,0,0.51603,0.74472
95,0,5.75,1.63,0.185,-0.45,7.5,0.00000,0.00000,0,0.4413,0.59989
95,1,5.75,1.63,0.185,-0.45,22.5,0.00000,0.00000,0,0.4413,0.59989
95,2,5.75,1.63,0.185,-0.45,42.57,0.00000,0.00000,0,0.4413,0.59989
95,3,5.75,1.63,0.185,-0.45,51.94,0.38020,0.03264,0.08584,0.4413,0.59989
95,4,5.75,1.63,0.185,-0.45,66.86,0.27520,0.03450,0.12538,0.4413,0.59989
95,5,5.75,1.63,0.185,-0.45,81.98,0.14940,0.03079,0.20609,0.4413,0.59989
95,6,5.75,1.63,0.185,-0.45,97.08,0.13380,0.01885,0.1409,0.4413,0.59989
95,7,5.75,1.63,0.185,-0.45,112.16,0.07520,0.01514,0.20133,0.4413,0.59989
95,8,5.75,1.63,0.185,-0.45,127.24,0.08340,0.01633,0.19586,0.4413,0.59989
95,9,5.75,1.63,0.185,-0.45,142.32,0.06400,0.01508,0.23565,0.4413,0.59989
95,10,5.75,1.63,0.185,-0.45,157.39,0.05540,0.01381,0.24933,0.4413,0.59989
95,11,5.75,1.63,0.185,-0.45,172.47,0.06730,0.01132,0.16814,0.4413,0.59989
95,12,5.75,1.63,0.185,-0.45,187.53,0.06380,0.01740,0.27273,0.4413,0.59989
95,13,5.75,1.63,0.185,-0.45,202.61,0.06390,0.01276,0.19963,0.4413,0.59989
95,14,5.75,1.63,0.185,-0.45,217.68,0.06360,0.01044,0.16416,0.4413,0.59989
95,15,5.75,1.63,0.185,-0.45,232.76,0.06000,0.01068,0.17805,0.4413,0.59989
95,16,5.75,1.63,0.185,-0.45,247.84,0.10350,0.01634,0.15785,0.4413,0.59989
95,17,5.75,1.63,0.185,-0.45,262.92,0.08550,0.01230,0.14386,0.4413,0.59989
95,18,5.75,1.63,0.185,-0.45,278.02,0.15420,0.01785,0.11579,0.4413,0.59989
95,19,5.75,1.63,0.185,-0.45,293.14,0.24210,0.03053,0.12611,0.4413,0.59989
95,20,5.75,1.63,0.185,-0.45,308.06,0.40660,0.04793,0.11787,0.4413,0.59989
95,21,5.75,1.63,0.185,-0.45,317.43,0.00000,0.00000,0,0.4413,0.59989
95,22,5.75,1.63,0.185,-0.45,337.5,0.00000,0.00000,0,0.4413,0.59989
95,23,5.75,1.63,0.185,-0.45,352.5,0.00000,0.00000,0,0.4413,0.59989
96,0,5.75,1.64,0.214,-0.11,7.48,2.02590,0.17400,0.08589,0.77206,1.28727
96,1,5.75,1.64,0.214,-0.11,22.34,1.79080,0.16624,0.09283,0.77206,1.28727
96,2,5.75,1.64,0.214,-0.11,37.19,1.41930,0.13013,0.09168,0.77206,1.28727
96,3,5.75,1.64,0.214,-0.11,52.16,1.17900,0.11493,0.09748,0.77206,1.28727
96,4,5.75,1.64,0.214,-0.11,67.15,0.71010,0.09180,0.12928,0.77206,1.28727
96,5,5.75,1.64,0.214,-0.11,82.16,0.59650,0.07775,0.13034,0.77206,1.28727
96,6,5.75,1.64,0.214,-0.11,97.19,0.57070,0.06253,0.10957,0.77206,1.28727
96,7,5.75,1.64,0.214,-0.11,112.23,0.45120,0.06606,0.1464,0.77206,1.28727
96,8,5.75,1.64,0.214,-0.11,127.27,0.54600,0.09253,0.16947,0.77206,1.28727
96,9,5.75,1.64,0.214,-0.11,142.33,0.33850,0.04937,0.14585,0.77206,1.28727
96,10,5.75,1.64,0.214,-0.11,157.39,0.30430,0.05206,0.17107,0.77206,1.28727
96,11,5.75,1.64,0.214,-0.11,172.46,0.24270,0.04424,0.18229,0.77206,1.28727
96,12,5.75,1.64,0.214,-0.11,187.54,0.29490,0.07184,0.24361,0.77206,1.28727
96,13,5.75,1.64,0.214,-0.11,202.61,0.25270,0.04036,0.15971,0.77206,1.28727
96,14,5.75,1.64,0.214,-0.11,217.67,0.39770,0.05159,0.12973,0.77206,1.28727
96,15,5.75,1.64,0.214,-0.11,232.73,0.42590,0.09488,0.22279,0.77206,1.28727
96,16,5.75,1.64,0.214,-0.11,247.77,0.45390,0.07911,0.17428,0.77206,1.28727
96,17,5.75,1.64,0.214,-0.11,262.81,0.59480,0.06539,0.10994,0.77206,1.28727
96,18,5.75,1.64,0.214,-0.11,277.84,0.60680,0.07849,0.12935,0.77206,1.28727
96,19,5.75,1.64,0.214,-0.11,292.85,0.83520,0.09669,0.11577,0.77206,1.28727
96,20,5.75,1.64,0.214,-0.11,307.84,1.30760,0.17941,0.1372,0.77206,1.28727
96,21,5.75,1.64,0.214,-0.11,322.81,1.60960,0.12842,0.07979,0.77206,1.28727
96,22,5.75,1.64,0.214,-0.11,337.66,2.02620,0.16797,0.0829,0.77206,1.28727
96,23,5.75,1.64,0.214,-0.11,352.52,1.96100,0.17132,0.08736,0.77206,1.28727
97,0,5.75,1.64,0.214,-0.15,7.71,1.99680,0.16707,0.08367,0.71236,1.15655
97,1,5.75,1.64,0.214,-0.15,22.63,1.67640,0.17291,0.10314,0.71236,1.15655
97,2,5.75,1.64,0.214,-0.15,37.13,1.21050,0.09738,0.08045,0.71236,1.15655
97,3,5.75,1.64,0.214,-0.15,52.04,0.94600,0.08450,0.08933,0.71236,1.15655
97,4,5.75,1.64,0.214,-0.15,67.07,0.63290,0.06772,0.107,0.71236,1.15655
97,5,5.75,1.64,0.214,-0.15,82.1,0.55890,0.07875,0.1409,0.71236,1.15655
97,6,5.75,1.64,0.214,-0.15,97.15,0.41070,0.05302,0.12909,0.71236,1.15655
97,7,5.75,1.64,0.214,-0.15,112.2,0.30000,0.03631,0.12103,0.71236,1.15655
97,8,5.75,1.64,0.214,-0.15,127.26,0.25690,0.04600,0.17908,0.71236,1.15655
97,9,5.75,1.64,0.214,-0.15,142.32,0.23890,0.03441,0.14402,0.71236,1.15655
97,10,5.75,1.64,0.214,-0.15,157.39,0.25990,0.05179,0.19929,0.71236,1.15655
97,11,5.75,1.64,0.214,-0.15,172.46,0.15890,0.02648,0.16666,0.71236,1.15655
97,12,5.75,1.64,0.214,-0.15,187.54,0.16010,0.04622,0.28871,0.71236,1.15655
97,13,5.75,1.64,0.214,-0.15,202.61,0.19510,0.02900,0.14864,0.71236,1.15655
97,14,5.75,1.64,0.214,-0.15,217.68,0.19240,0.04116,0.21393,0.71236,1.15655
97,15,5.75,1.64,0.214,-0.15,232.74,0.27210,0.06541,0.24039,0.71236,1.15655
97,16,5.75,1.64,0.214,-0.15,247.8,0.29350,0.04021,0.137,0.71236,1.15655
97,17,5.75,1.64,0.214,-0.15,262.85,0.35420,0.05387,0.15209,0.71236,1.15655
97,18,5.75,1.64,0.214,-0.15,277.9,0.48380,0.05032,0.10401,0.71236,1.15655
97,19,5.75,1.64,0.214,-0.15,292.93,0.72290,0.08413,0.11638,0.71236,1.15655
97,20,5.75,1.64,0.214,-0.15,307.96,0.94160,0.09886,0.10499,0.71236,1.15655
97,21,5.75,1.64,0.214,-0.15,322.87,1.23170,0.10473,0.08503,0.71236,1.15655
97,22,5.75,1.64,0.214,-0.15,337.37,1.72890,0.14350,0.083,0.71236,1.15655
97,23,5.75,1.64,0.214,-0.15,352.29,2.15530,0.19170,0.08894,0.71236,1.15655
98,0,5.75,1.64,0.214,-0.2,8.26,2.02630,0.22657,0.11181,0.64892,1.01978
98,1,5.75,1.64,0.214,-0.2,23.48,1.73460,0.19107,0.11015,0.64892,1.01978
98,2,5.75,1.64,0.214,-0.2,37.27,1.06730,0.09131,0.08555,0.64892,1.01978
98,3,5.75,1.64,0.214,-0.2,51.94,0.74630,0.06661,0.08925,0.64892,1.01978
98,4,5.75,1.64,0.214,-0.2,66.99,0.45620,0.06437,0.14109,0.64892,1.01978
98,5,5.75,1.64,0.214,-0.2,82.05,0.35600,0.05769,0.16205,0.64892,1.01978
98,6,5.75,1.64,0.214,-0.2,97.12,0.25100,0.03806,0.15161,0.64892,1.01978
98,7,5.75,1.64,0.214,-0.2,112.18,0.22180,0.03057,0.13781,0.64892,1.01978
98,8,5.75,1.64,0.214,-0.2,127.25,0.15460,0.02843,0.18391,0.64892,1.01978
98,9,5.75,1.64,0.214,-0.2,142.32,0.15220,0.04231,0.27802,0.64892,1.01978
98,10,5.75,1.64,0.214,-0.2,157.39,0.12480,0.02667,0.21373,0.64892,1.01978
98,11,5.75,1.64,0.214,-0.2,172.46,0.17460,0.03425,0.19618,0.64892,1.01978
98,12,5.75,1.64,0.214,-0.2,187.54,0.11590,0.02867,0.24734,0.64892,1.01978
98,13,5.75,1.64,0.214,-0.2,202.61,0.14660,0.04017,0.27398,0.64892,1.01978
98,14,5.75,1.64,0.214,-0.2,217.68,0.11710,0.01982,0.16927,0.64892,1.01978
98,15,5.75,1.64,0.214,-0.2,232.75,0.21020,0.03722,0.17709,0.64892,1.01978
98,16,5.75,1.64,0.214,-0.2,247.82,0.19000,0.03101,0.16321,0.64892,1.01978
98,17,5.75,1.64,0.214,-0.2,262.88,0.22350,0.03479,0.15566,0.64892,1.01978
98,18,5.75,1.64,0.214,-0.2,277.95,0.35350,0.04370,0.12363,0.64892,1.01978
98,19,5.75,1.64,0.214,-0.2,293.01,0.51910,0.08673,0.16708,0.64892,1.01978
98,20,5.75,1.64,0.214,-0.2,308.06,0.73530,0.10153,0.13808,0.64892,1.01978
98,21,5.75,1.64,0.214,-0.2,322.73,1.10430,0.09868,0.08936,0.64892,1.01978
98,22,5.75,1.64,0.214,-0.2,336.52,1.75220,0.18618,0.10625,0.64892,1.01978
98,23,5.75,1.64,0.214,-0.2,351.74,2.82890,0.28645,0.10126,0.64892,1.01978
99,0,5.75,1.64,0.214,-0.26,10.82,0.00000,0.00000,0,0.58528,0.88573
99,1,5.75,1.64,0.214,-0.26,25.19,1.82740,0.21679,0.11863,0.58528,0.88573
99,2,5.75,1.64,0.214,-0.26,37.58,0.88140,0.06869,0.07793,0.58528,0.88573
99,3,5.75,1.64,0.214,-0.26,51.84,0.53300,0.04806,0.09016,0.58528,0.88573
99,4,5.75,1.64,0.214,-0.26,66.93,0.32950,0.05054,0.15338,0.58528,0.88573
99,5,5.75,1.64,0.214,-0.26,82.01,0.22130,0.03008,0.13592,0.58528,0.88573
99,6,5.75,1.64,0.214,-0.26,97.09,0.19590,0.03160,0.16131,0.58528,0.88573
99,7,5.75,1.64,0.214,-0.26,112.16,0.16170,0.02749,0.16999,0.58528,0.88573
99,8,5.75,1.64,0.214,-0.26,127.24,0.10430,0.02319,0.22237,0.58528,0.88573
99,9,5.75,1.64,0.214,-0.26,142.31,0.08510,0.01961,0.23045,0.58528,0.88573
99,10,5.75,1.64,0.214,-0.26,157.39,0.08130,0.01651,0.20302,0.58528,0.88573
99,11,5.75,1.64,0.214,-0.26,172.46,0.08820,0.02010,0.22785,0.58528,0.88573
99,12,5.75,1.64,0.214,-0.26,187.54,0.10080,0.03196,0.31708,0.58528,0.88573
99,13,5.75,1.64,0.214,-0.26,202.61,0.06780,0.01924,0.28375,0.58528,0.88573
99,14,5.75,1.64,0.214,-0.26,217.69,0.11680,0.02110,0.18066,0.58528,0.88573
99,15,5.75,1.64,0.214,-0.26,232.76,0.08790,0.02047,0.23289,0.58528,0.88573
99,16,5.75,1.64,0.214,-0.26,247.84,0.13970,0.02515,0.18006,0.58528,0.88573
99,17,5.75,1.64,0.214,-0.26,262.91,0.17440,0.02371,0.13593,0.58528,0.88573
99,18,5.75,1.64,0.214,-0.26,277.99,0.20870,0.02534,0.12142,0.58528,0.88573
99,19,5.75,1.64,0.214,-0.26,293.07,0.33020,0.05115,0.1549,0.58528,0.88573
99,20,5.75,1.64,0.214,-0.26,308.16,0.48170,0.05480,0.11376,0.58528,0.88573
99,21,5.75,1.64,0.214,-0.26,322.42,0.79510,0.07364,0.09261,0.58528,0.88573
99,22,5.75,1.64,0.214,-0.26,334.81,1.46010,0.23292,0.15952,0.58528,0.88573
99,23,5.75,1.64,0.214,-0.26,349.18,0.00000,0.00000,0,0.58528,0.88573
100,0,5.75,1.64,0.214,-0.34,7.5,0.00000,0.00000,0,0.51603,0.74472
100,1,5.75,1.64,0.214,-0.34,27.62,0.00000,0.00000,0,0.51603,0.74472
100,2,5.75,1.64,0.214,-0.34,37.97,0.60970,0.04957,0.0813,0.51603,0.74472
100,3,5.75,1.64,0.214,-0.34,51.74,0.34760,0.03150,0.09063,0.51603,0.74472
100,4,5.75,1.64,0.214,-0.34,66.87,0.20820,0.02604,0.12505,0.51603,0.74472
100,5,5.75,1.64,0.214,-0.34,81.97,0.16660,0.02617,0.15706,0.51603,0.74472
100,6,5.75,1.64,0.214,-0.34,97.06,0.12080,0.01839,0.15221,0.51603,0.74472
100,7,5.75,1.64,0.214,-0.34,112.15,0.09300,0.01337,0.14375,0.51603,0.74472
100,8,5.75,1.64,0.214,-0.34,127.23,0.06730,0.01514,0.22504,0.51603,0.74472
100,9,5.75,1.64,0.214,-0.34,142.31,0.05760,0.02086,0.3622,0.51603,0.74472
100,10,5.75,1.64,0.214,-0.34,157.38,0.08160,0.03457,0.42368,0.51603,0.74472
100,11,5.75,1.64,0.214,-0.34,172.46,0.07670,0.05237,0.68279,0.51603,0.74472
100,12,5.75,1.64,0.214,-0.34,187.54,0.00000,0.00000,0,0.51603,0.74472
100,13,5.75,1.64,0.214,-0.34,202.62,0.06320,0.02076,0.32844,0.51603,0.74472
100,14,5.75,1.64,0.214,-0.34,217.69,0.08940,0.02670,0.29861,0.51603,0.74472
100,15,5.75,1.64,0.214,-0.34,232.77,0.06230,0.01949,0.31287,0.51603,0.74472
100,16,5.75,1.64,0.214,-0.34,247.85,0.07800,0.01540,0.19746,0.51603,0.74472
100,17,5.75,1.64,0.214,-0.34,262.94,0.10550,0.01704,0.16156,0.51603,0.74472
100,18,5.75,1.64,0.214,-0.34,278.03,0.15720,0.01809,0.11505,0.51603,0.74472
100,19,5.75,1.64,0.214,-0.34,293.13,0.26140,0.03947,0.151,0.51603,0.74472
100,20,5.75,1.64,0.214,-0.34,308.26,0.36100,0.04113,0.11393,0.51603,0.74472
100,21,5.75,1.64,0.214,-0.34,322.03,0.58690,0.05134,0.08747,0.51603,0.74472
100,22,5.75,1.64,0.214,-0.34,332.38,0.00000,0.00000,0,0.51603,0.74472
100,23,5.75,1.64,0.214,-0.34,352.5,0.00000,0.00000,0,0.51603,0.74472
101,0,5.75,1.64,0.214,-0.45,7.5,0.00000,0.00000,0,0.4413,0.59989
101,1,5.75,1.64,0.214,-0.45,29.04,0.00000,0.00000,0,0.4413,0.59989
101,2,5.75,1.64,0.214,-0.45,38.02,0.39700,0.03261,0.08215,0.4413,0.59989
101,3,5.75,1.64,0.214,-0.45,51.66,0.21420,0.02176,0.10157,0.4413,0.59989
101,4,5.75,1.64,0.214,-0.45,66.82,0.15720,0.01791,0.11391,0.4413,0.59989
101,5,5.75,1.64,0.214,-0.45,81.94,0.08300,0.01262,0.15204,0.4413,0.59989
101,6,5.75,1.64,0.214,-0.45,97.04,0.05540,0.00948,0.17114,0.4413,0.59989
101,7,5.75,1.64,0.214,-0.45,112.13,0.04490,0.00972,0.21645,0.4413,0.59989
101,8,5.75,1.64,0.214,-0.45,127.22,0.04680,0.01404,0.30004,0.4413,0.59989
101,9,5.75,1.64,0.214,-0.45,142.3,0.00000,0.00000,0,0.4413,0.59989
101,10,5.75,1.64,0.214,-0.45,157.38,0.00000,0.00000,0,0.4413,0.59989
101,11,5.75,1.64,0.214,-0.45,172.45,0.00000,0.00000,0,0.4413,0.59989
101,12,5.75,1.64,0.214,-0.45,187.55,0.00000,0.00000,0,0.4413,0.59989
101,13,5.75,1.64,0.214,-0.45,202.62,0.00000,0.00000,0,0.4413,0.59989
101,14,5.75,1.64,0.214,-0.45,217.7,0.02320,0.01656,0.71385,0.4413,0.59989
101,15,5.75,1.64,0.214,-0.45,232.78,0.05660,0.02787,0.49241,0.4413,0.59989
101,16,5.75,1.64,0.214,-0.45,247.87,0.04070,0.00944,0.23198,0.4413,0.59989
101,17,5.75,1.64,0.214,-0.45,262.96,0.05010,0.01521,0.3035,0.4413,0.59989
101,18,5.75,1.64,0.214,-0.45,278.06,0.08830,0.01057,0.11969,0.4413,0.59989
101,19,5.75,1.64,0.214,-0.45,293.18,0.11160,0.01591,0.1426,0.4413,0.59989
101,20,5.75,1.64,0.214,-0.45,308.34,0.23860,0.02988,0.12524,0.4413,0.59989
101,21,5.75,1.64,0.214,-0.45,321.98,0.44540,0.04047,0.09086,0.4413,0.59989
101,22,5.75,1.64,0.214,-0.45,330.96,0.00000,0.00000,0,0.4413,0.59989
101,23,5.75,1.64,0.214,-0.45,352.5,0.00000,0.00000,0,0.4413,0.59989
102,0,5.75,1.88,0.215,-0.11,7.84,0.00000,0.00000,0,0.77206,1.28727
102,1,5.75,1.88,0.215,-0.11,23.16,3.33780,0.46855,0.14038,0.77206,1.28727
102,2,5.75,1.88,0.215,-0.11,37.96,2.71540,0.34126,0.12567,0.77206,1.28727
102,3,5.75,1.88,0.215,-0.11,52.73,1.56530,0.17014,0.1087,0.77206,1.28727
102,4,5.75,1.88,0.215,-0.11,67.28,1.14380,0.11984,0.10478,0.77206,1.28727
102,5,5.75,1.88,0.215,-0.11,82.17,0.89240,0.10730,0.12024,0.77206,1.28727
102,6,5.75,1.88,0.215,-0.11,97.2,0.80120,0.11265,0.1406,0.77206,1.28727
102,7,5.75,1.88,0.215,-0.11,112.25,0.76150,0.15481,0.2033,0.77206,1.28727
102,8,5.75,1.88,0.215,-0.11,127.3,0.46520,0.08758,0.18826,0.77206,1.28727
102,9,5.75,1.88,0.215,-0.11,142.35,0.48910,0.07513,0.15361,0.77206,1.28727
102,10,5.75,1.88,0.215,-0.11,157.41,0.39360,0.06194,0.15737,0.77206,1.28727
102,11,5.75,1.88,0.215,-0.11,172.47,0.36450,0.07864,0.21575,0.77206,1.28727
102,12,5.75,1.88,0.215,-0.11,187.53,0.00000,0.00000,0,0.77206,1.28727
102,13,5.75,1.88,0.215,-0.11,202.59,0.48060,0.05398,0.11232,0.77206,1.28727
102,14,5.75,1.88,0.215,-0.11,217.65,0.50600,0.06344,0.12538,0.77206,1.28727
102,15,5.75,1.88,0.215,-0.11,232.7,0.51880,0.06293,0.12129,0.77206,1.28727
102,16,5.75,1.88,0.215,-0.11,247.75,0.58950,0.06204,0.10524,0.77206,1.28727
102,17,5.75,1.88,0.215,-0.11,262.8,0.82100,0.08097,0.09862,0.77206,1.28727
102,18,5.75,1.88,0.215,-0.11,277.83,0.98540,0.13066,0.1326,0.77206,1.28727
102,19,5.75,1.88,0.215,-0.11,292.72,1.26370,0.13290,0.10517,0.77206,1.28727
102,20,5.75,1.88,0.215,-0.11,307.27,1.78530,0.17701,0.09915,0.77206,1.28727
102,21,5.75,1.88,0.215,-0.11,322.04,2.69430,0.30496,0.11319,0.77206,1.28727
102,22,5.75,1.88,0.215,-0.11,336.84,3.66280,0.42446,0.11588,0.77206,1.28727
102,23,5.75,1.88,0.215,-0.11,352.16,0.00000,0.00000,0,0.77206,1.28727
103,0,5.75,1.88,0.215,-0.15,8.28,0.00000,0.00000,0,0.71236,1.15655
103,1,5.75,1.88,0.215,-0.15,24.86,0.00000,0.00000,0,0.71236,1.15655
103,2,5.75,1.88,0.215,-0.15,38.98,2.33860,0.37443,0.16011,0.71236,1.15655
103,3,5.75,1.88,0.215,-0.15,52.95,1.49450,0.16626,0.11125,0.71236,1.15655
103,4,5.75,1.88,0.215,-0.15,67.13,0.99400,0.09953,0.10013,0.71236,1.15655
103,5,5.75,1.88,0.215,-0.15,82.11,0.69600,0.07662,0.11009,0.71236,1.15655
103,6,5.75,1.88,0.215,-0.15,97.16,0.46480,0.04690,0.10091,0.71236,1.15655
103,7,5.75,1.88,0.215,-0.15,112.22,0.43800,0.05494,0.12544,0.71236,1.15655
103,8,5.75,1.88,0.215,-0.15,127.28,0.31780,0.05858,0.18434,0.71236,1.15655
103,9,5.75,1.88,0.215,-0.15,142.34,0.27370,0.05035,0.18397,0.71236,1.15655
103,10,5.75,1.88,0.215,-0.15,157.4,0.28630,0.03714,0.12972,0.71236,1.15655
103,11,5.75,1.88,0.215,-0.15,172.47,0.26770,0.03819,0.14266,0.71236,1.15655
103,12,5.75,1.88,0.215,-0.15,187.53,0.27520,0.03919,0.14242,0.71236,1.15655
103,13,5.75,1.88,0.215,-0.15,202.6,0.24600,0.03749,0.1524,0.71236,1.15655
103,14,5.75,1.88,0.215,-0.15,217.66,0.31350,0.04524,0.1443,0.71236,1.15655
103,15,5.75,1.88,0.215,-0.15,232.72,0.43410,0.07253,0.16708,0.71236,1.15655
103,16,5.75,1.88,0.215,-0.15,247.78,0.40610,0.05046,0.12426,0.71236,1.15655
103,17,5.75,1.88,0.215,-0.15,262.84,0.49400,0.05159,0.10443,0.71236,1.15655
103,18,5.75,1.88,0.215,-0.15,277.89,0.66860,0.06548,0.09794,0.71236,1.15655
103,19,5.75,1.88,0.215,-0.15,292.87,0.99800,0.09878,0.09897,0.71236,1.15655
103,20,5.75,1.88,0.215,-0.15,307.05,1.60370,0.18729,0.11679,0.71236,1.15655
103,21,5.75,1.88,0.215,-0.15,321.02,1.94800,0.24015,0.12328,0.71236,1.15655
