bin,k,q_squared,t,x_b,w,phi,sigma,sigma_stat_plus,sigma_stat_minus,sigma_sys_plus,sigma_sys_minus,Helc_diff_D^4_sigma (nb/Gev^4),Helc_diff_D^4_sigma_stat_plus,Helc_diff_D^4_sigma_stat_minus,Helc_diff_D^4_sigma_sys_plus,Helc_diff_D^4_sigma_sys_minus,link
,,2.171,0.448,0.245,,308.3,,,,,,-0.0282403,0.00632887,0.00632887,0.00634777,0.00634777,
,,2.141,0.45,0.245,,322.1,,,,,,-0.0910052,0.0178712,0.0178712,386,386,
,,2.155,0.61,0.245,,37,,,,,,0.0132633,0.00661476,0.00661476,0.00158812,0.00158812,
,,2.168,0.605,0.245,,51.7,,,,,,0.0186071,0.00336018,0.00336018,0.0012564,0.0012564,
,,2.17,0.605,0.245,,66.9,,,,,,0.0072143,0.00287552,0.00287552,0.0012145,0.0012145,
,,2.172,0.605,0.245,,82,,,,,,0.00563749,0.00207483,0.00207483,0.000947518,0.000947518,
,,2.174,0.605,0.245,,97.1,,,,,,0.00258719,0.00205091,0.00205091,0.000695581,0.000695581,
,,2.175,0.604,0.245,,112.2,,,,,,0.00617967,0.00169235,0.00169235,0.000459258,0.000459258,
,,2.177,0.604,0.245,,127.2,,,,,,0.00166771,0.0025356,0.0025356,0.00118031,0.00118031,
,,2.177,0.604,0.245,,142.3,,,,,,-0.000805295,0.0013919,0.0013919,0.000742003,0.000742003,
,,2.178,0.604,0.245,,157.4,,,,,,-0.00114005,0.00243472,0.00243472,0.00174085,0.00174085,
,,2.178,0.604,0.245,,187.5,,,,,,-0.00414229,0.0108016,0.0108016,0.00287803,0.00287803,
,,2.178,0.604,0.245,,202.6,,,,,,-0.00288805,0.00461727,0.00461727,0.00051534,0.00051534,
,,2.177,0.604,0.245,,217.7,,,,,,0.0044636,0.00335748,0.00335748,0.00134522,0.00134522,
,,2.177,0.604,0.245,,232.8,,,,,,-0.00154295,0.00218891,0.00218891,0.000456754,0.000456754,
,,2.175,0.604,0.245,,247.8,,,,,,-0.00317761,0.00206279,0.00206279,0.00124631,0.00124631,
,,2.174,0.605,0.245,,262.9,,,,,,-0.00466872,0.00272075,0.00272075,0.000830788,0.000830788,
,,2.172,0.605,0.245,,278,,,,,,-0.00523425,0.00279173,0.00279173,0.0010418,0.0010418,
,,2.17,0.605,0.245,,293.1,,,,,,-0.00357049,0.0031452,0.0031452,0.00165256,0.00165256,
,,2.168,0.605,0.245,,308.3,,,,,,-0.0133594,0.00386911,0.00386911,0.00250191,0.00250191,
,,2.155,0.61,0.245,,323,,,,,,-0.000564583,0.00538045,0.00538045,0.00158338,0.00158338,
,,2.149,0.919,0.245,,24,,,,,,0.0139061,0.00986004,0.00986004,0.00183638,0.00183638,
,,2.159,0.864,0.245,,36.5,,,,,,0.00476413,0.00201584,0.00201584,0.000536519,0.000536519,
,,2.164,0.866,0.245,,51.7,,,,,,0.0023673,0.00151377,0.00151377,0.000389384,0.000389384,
,,2.168,0.867,0.245,,66.9,,,,,,0.00419968,0.0015738,0.0015738,0.000717527,0.000717527,
,,2.171,0.867,0.245,,82,,,,,,0.000527608,0.00192136,0.00192136,0.000660452,0.000660452,
,,2.173,0.867,0.245,,97.1,,,,,,0.002277,0.00114369,0.00114369,0.000212147,0.000212147,
,,2.175,0.866,0.245,,112.1,,,,,,-0.000264809,0.000889476,0.000889476,0.000316278,0.000316278,
,,2.176,0.866,0.245,,127.2,,,,,,0.00263669,0.0021621,0.0021621,0.000153744,0.000153744,
,,2.177,0.866,0.245,,142.3,,,,,,-0.00270933,0.00247345,0.00247345,0.000950614,0.000950614,
,,2.178,0.866,0.245,,157.4,,,,,,0.00302666,0.00275205,0.00275205,0.000176483,0.000176483,
,,2.176,0.866,0.245,,232.8,,,,,,0.003454,0.00315268,0.00315268,0.00109293,0.00109293,
,,2.173,0.867,0.245,,262.9,,,,,,-0.000237652,0.00132793,0.00132793,0.000511256,0.000511256,
,,2.171,0.867,0.245,,278,,,,,,-0.000726531,0.00106909,0.00106909,0.000380177,0.000380177,
,,2.168,0.867,0.245,,293.1,,,,,,-0.00248925,0.0013237,0.0013237,0.000664815,0.000664815,
,,2.164,0.866,0.245,,308.3,,,,,,-0.00635258,0.00184856,0.00184856,0.000782409,0.000782409,
,,2.159,0.864,0.245,,323.5,,,,,,-0.00709667,0.0023975,0.0023975,0.00263205,0.00263205,
,,2.149,0.919,0.245,,336,,,,,,-0.000786345,0.00734106,0.00734106,0.663952,0.663952,
,,2.142,1.369,0.245,,7.4,,,,,,-0.000567341,0.00124903,0.00124903,0.000524258,0.000524258,
,,2.146,1.366,0.246,,21.8,,,,,,0.00216652,0.00102793,0.00102793,0.000565664,0.000565664,
,,2.154,1.379,0.245,,36.7,,,,,,0.00216879,0.000573822,0.000573822,0.000138255,0.000138255,
,,2.161,1.384,0.245,,51.8,,,,,,0.000297573,0.000514369,0.000514369,0.000288899,0.000288899,
,,2.166,1.386,0.245,,66.9,,,,,,0.000983242,0.000594605,0.000594605,0.000159178,0.000159178,
,,2.17,1.386,0.245,,81.9,,,,,,0.00105801,0.000731673,0.000731673,0.00118876,0.00118876,
,,2.177,1.385,0.244,,112.2,,,,,,0.000814758,0.000745906,0.000745906,4.75E-05,4.75E-05,
,,2.173,1.386,0.245,,263,,,,,,0.00254687,0.00166448,0.00166448,0.000182577,0.000182577,
,,2.17,1.386,0.245,,278.1,,,,,,-0.00057019,0.000709121,0.000709121,0.000194111,0.000194111,
,,2.161,1.384,0.245,,308.2,,,,,,-0.00080141,0.00072994,0.00072994,0.000999944,0.000999944,
,,2.154,1.379,0.245,,323.3,,,,,,0.00035779,0.00077216,0.00077216,0.000111049,0.000111049,
,,2.146,1.366,0.246,,338.2,,,,,,0.000602457,0.000774317,0.000774317,0.000287619,0.000287619,
,,2.142,1.369,0.245,,352.6,,,,,,0.00152709,0.000929398,0.000929398,0.00488292,0.00488292,
,,1.99,0.111,0.273,,7.5,,,,,,-0.00502785,0.0276127,0.0276127,0.0342531,0.0342531,
,,1.99,0.111,0.273,,22.4,,,,,,0.0273159,0.0229736,0.0229736,0.0163509,0.0163509,
,,1.991,0.111,0.273,,37.3,,,,,,0.0289898,0.0181599,0.0181599,0.0126741,0.0126741,
,,1.992,0.111,0.273,,52.3,,,,,,0.0366211,0.0222236,0.0222236,0.00782915,0.00782915,
,,1.993,0.11,0.274,,67.3,,,,,,0.050723,0.0261868,0.0261868,0.00414171,0.00414171,
,,1.994,0.11,0.274,,82.3,,,,,,0.0398877,0.0158334,0.0158334,0.0317466,0.0317466,
,,1.995,0.11,0.274,,97.3,,,,,,0.0397311,0.0124264,0.0124264,0.00388558,0.00388558,
,,1.996,0.109,0.274,,112.3,,,,,,0.00578177,0.00847219,0.00847219,0.008192,0.008192,
,,1.998,0.109,0.274,,127.3,,,,,,0.0330399,0.0134168,0.0134168,0.0592575,0.0592575,
,,1.996,0.109,0.274,,247.7,,,,,,-0.0146855,0.00709051,0.00709051,0.00367584,0.00367584,
,,1.995,0.11,0.274,,262.7,,,,,,-0.0375,0.00886644,0.00886644,0.00729276,0.00729276,
,,1.994,0.11,0.274,,277.7,,,,,,-0.0408996,0.0178552,0.0178552,0.00754388,0.00754388,
,,1.993,0.11,0.274,,292.7,,,,,,-0.132365,0.0289077,0.0289077,0.0132038,0.0132038,
,,1.992,0.111,0.273,,307.7,,,,,,-0.0172409,0.0182883,0.0182883,0.00964263,0.00964263,
,,1.991,0.111,0.273,,322.7,,,,,,-0.073925,0.020458,0.020458,0.00689636,0.00689636,
,,1.99,0.111,0.273,,337.6,,,,,,-0.111463,0.0246028,0.0246028,0.0127235,0.0127235,
,,1.99,0.111,0.273,,352.5,,,,,,-0.0285541,0.0204826,0.0204826,0.0130474,0.0130474,
,,1.994,0.155,0.274,,7.4,,,,,,0.0173932,0.0172085,0.0172085,0.0151738,0.0151738,
,,1.994,0.155,0.274,,22.3,,,,,,0.0387501,0.0174027,0.0174027,0.00320597,0.00320597,
,,1.995,0.155,0.274,,37.2,,,,,,0.0260027,0.0178491,0.0178491,0.00506304,0.00506304,
,,1.996,0.154,0.274,,52.2,,,,,,0.0830755,0.0145764,0.0145764,0.00725361,0.00725361,
,,1.996,0.154,0.274,,67.2,,,,,,0.0746496,0.0159061,0.0159061,0.00619714,0.00619714,
,,1.997,0.154,0.274,,82.2,,,,,,0.0191134,0.0131105,0.0131105,0.00600757,0.00600757,
,,1.998,0.153,0.274,,97.2,,,,,,0.00476995,0.00666081,0.00666081,0.00480121,0.00480121,
,,1.999,0.153,0.274,,112.2,,,,,,0.00525533,0.0085097,0.0085097,0.00633568,0.00633568,
,,2,0.153,0.274,,127.3,,,,,,-0.00415044,0.00901952,0.00901952,0.00456281,0.00456281,
,,2,0.153,0.274,,142.3,,,,,,0.00752734,0.0116275,0.0116275,0.00500105,0.00500105,
,,2.001,0.153,0.274,,157.4,,,,,,0.0747572,0.0274082,0.0274082,0.0121592,0.0121592,
,,2.001,0.153,0.275,,172.5,,,,,,0.0203707,0.0295779,0.0295779,0.00139546,0.00139546,
,,2.001,0.153,0.275,,187.5,,,,,,0.0147157,0.0257849,0.0257849,0.00695334,0.00695334,
,,2.001,0.153,0.274,,202.6,,,,,,0.0338297,0.019406,0.019406,0.00283269,0.00283269,
,,2,0.153,0.274,,217.7,,,,,,-0.00624611,0.0122564,0.0122564,0.0023345,0.0023345,
,,1.999,0.153,0.274,,247.8,,,,,,0.0018619,0.00759147,0.00759147,0.00219298,0.00219298,
,,1.998,0.153,0.274,,262.8,,,,,,-0.0213013,0.00951857,0.00951857,0.00303512,0.00303512,
,,1.997,0.154,0.274,,277.8,,,,,,-0.0284475,0.0115726,0.0115726,0.00432635,0.00432635,
,,1.996,0.154,0.274,,292.8,,,,,,-0.0791383,0.0184036,0.0184036,0.014148,0.014148,
,,1.996,0.154,0.274,,307.8,,,,,,-0.0406,0.0188592,0.0188592,0.0168718,0.0168718,
,,1.995,0.155,0.274,,322.8,,,,,,-0.0594694,0.0147964,0.0147964,0.00762649,0.00762649,
,,1.994,0.155,0.274,,337.7,,,,,,-0.0579703,0.0171058,0.0171058,0.00611418,0.00611418,
,,1.994,0.155,0.274,,352.6,,,,,,-0.0402721,0.0216637,0.0216637,0.00425926,0.00425926,
,,1.995,0.205,0.274,,7.4,,,,,,0.00760269,0.0228327,0.0228327,0.0199951,0.0199951,
,,1.995,0.205,0.274,,22.2,,,,,,0.0303406,0.0198497,0.0198497,0.0065051,0.0065051,
,,1.996,0.204,0.274,,37.1,,,,,,0.0713892,0.0128197,0.0128197,0.00777641,0.00777641,
,,1.996,0.204,0.274,,52.1,,,,,,0.0531787,0.0108324,0.0108324,0.00462492,0.00462492,
,,1.997,0.204,0.274,,67.1,,,,,,0.0218807,0.0117802,0.0117802,0.00867217,0.00867217,
,,1.998,0.204,0.274,,82.1,,,,,,0.0649134,0.0125257,0.0125257,0.0287313,0.0287313,
,,1.999,0.203,0.274,,97.2,,,,,,0.0509133,0.0128933,0.0128933,0.0060061,0.0060061,
,,1.999,0.203,0.274,,112.2,,,,,,0.0296673,0.0097149,0.0097149,0.00331146,0.00331146,
,,2,0.203,0.275,,127.3,,,,,,0.0122477,0.0115426,0.0115426,0.00784861,0.00784861,
,,2.001,0.203,0.275,,142.3,,,,,,0.00952814,0.0187654,0.0187654,0.00685884,0.00685884,
,,2.001,0.203,0.275,,157.4,,,,,,-0.0331554,0.0193205,0.0193205,0.00919102,0.00919102,
,,2.001,0.203,0.275,,187.5,,,,,,-0.0675837,0.0334816,0.0334816,0.00551149,0.00551149,
,,2.001,0.203,0.275,,202.6,,,,,,-0.00675722,0.00865262,0.00865262,0.00270764,0.00270764,
,,2.001,0.203,0.275,,217.7,,,,,,-0.036361,0.016343,0.016343,0.00373699,0.00373699,
,,2,0.203,0.275,,232.7,,,,,,-0.00549784,0.0150095,0.0150095,0.00467423,0.00467423,
,,1.999,0.203,0.274,,247.8,,,,,,-0.0220946,0.0050522,0.0050522,0.00435131,0.00435131,
,,1.999,0.203,0.274,,262.8,,,,,,-0.0151963,0.008187,0.008187,0.0051363,0.0051363,
,,1.998,0.204,0.274,,277.9,,,,,,-0.0271222,0.0100841,0.0100841,0.00476558,0.00476558,
,,1.997,0.204,0.274,,292.9,,,,,,-0.0131944,0.0135214,0.0135214,0.00437375,0.00437375,
,,1.996,0.204,0.274,,307.9,,,,,,-0.0709739,0.0153334,0.0153334,0.0165279,0.0165279,
,,1.996,0.204,0.274,,322.9,,,,,,-0.0466483,0.013961,0.013961,0.011701,0.011701,
,,1.995,0.205,0.274,,337.8,,,,,,-0.0502954,0.013392,0.013392,0.00309982,0.00309982,
,,1.995,0.205,0.274,,352.6,,,,,,-0.0148663,0.0156959,0.0156959,0.00381369,0.00381369,
,,1.996,0.265,0.274,,7.3,,,,,,0.0104771,0.016045,0.016045,0.0036758,0.0036758,
,,1.996,0.264,0.274,,22.1,,,,,,0.0562838,0.0153187,0.0153187,0.0072411,0.0072411,
,,1.996,0.264,0.274,,37,,,,,,0.0492003,0.00987971,0.00987971,0.00324224,0.00324224,
,,1.997,0.263,0.274,,52,,,,,,0.0325937,0.00800472,0.00800472,0.00204941,0.00204941,
,,1.997,0.263,0.274,,67,,,,,,0.0292912,0.00699005,0.00699005,0.00361864,0.00361864,
,,1.998,0.262,0.274,,82.1,,,,,,0.0257621,0.00926765,0.00926765,0.00682171,0.00682171,
,,1.999,0.262,0.274,,97.1,,,,,,0.0207125,0.00836874,0.00836874,0.00241372,0.00241372,
,,2,0.262,0.275,,112.2,,,,,,0.0163838,0.00656372,0.00656372,0.0029404,0.0029404,
,,2,0.262,0.275,,127.3,,,,,,0.0441413,0.0192358,0.0192358,0.00451363,0.00451363,
,,2.001,0.262,0.275,,217.7,,,,,,-0.0209576,0.0113161,0.0113161,0.00416149,0.00416149,
,,2,0.262,0.275,,232.7,,,,,,0.0207796,0.013577,0.013577,0.00608055,0.00608055,
,,2,0.262,0.275,,247.8,,,,,,-0.0166019,0.00930792,0.00930792,0.00532995,0.00532995,
,,1.999,0.262,0.274,,262.9,,,,,,-0.0330012,0.00621563,0.00621563,0.00219011,0.00219011,
,,1.998,0.262,0.274,,277.9,,,,,,-0.0234694,0.00616662,0.00616662,0.00391511,0.00391511,
,,1.997,0.263,0.274,,293,,,,,,-0.0281075,0.0106009,0.0106009,0.00541781,0.00541781,
,,1.997,0.263,0.274,,308,,,,,,-0.0668916,0.012641,0.012641,0.00634366,0.00634366,
,,1.996,0.264,0.274,,323,,,,,,-0.0353341,0.0102527,0.0102527,0.00424289,0.00424289,
,,1.996,0.264,0.274,,337.9,,,,,,-0.0505452,0.0113211,0.0113211,0.00638331,0.00638331,
,,1.996,0.265,0.274,,352.7,,,,,,-0.0581231,0.0148512,0.0148512,0.00489128,0.00489128,
,,1.989,0.343,0.274,,7.4,,,,,,0.0161298,0.0165075,0.0165075,0.0030929,0.0030929,
,,1.996,0.344,0.274,,21.9,,,,,,0.0332833,0.0105384,0.0105384,0.0025197,0.0025197,
,,1.996,0.343,0.274,,36.8,,,,,,0.0249304,0.00736058,0.00736058,0.0038739,0.0038739,
,,1.996,0.342,0.274,,51.9,,,,,,0.0245818,0.0060297,0.0060297,0.00356351,0.00356351,
,,1.997,0.342,0.274,,67,,,,,,0.012585,0.00659882,0.00659882,0.00421274,0.00421274,
,,1.998,0.341,0.275,,82,,,,,,0.0367322,0.0114722,0.0114722,0.00734668,0.00734668,
,,1.999,0.341,0.275,,97.1,,,,,,0.0240242,0.00685201,0.00685201,0.00271045,0.00271045,
,,2,0.341,0.275,,112.2,,,,,,0.00534138,0.00516703,0.00516703,0.00232143,0.00232143,
,,2,0.341,0.275,,127.2,,,,,,0.0101448,0.00753051,0.00753051,0.000772623,0.000772623,
,,2,0.341,0.275,,232.8,,,,,,0.0476778,0.0253001,0.0253001,0.0110787,0.0110787,
,,2,0.341,0.275,,247.8,,,,,,-0.010444,0.0103688,0.0103688,0.00975588,0.00975588,
,,1.999,0.341,0.275,,262.9,,,,,,-0.00476295,0.00562537,0.00562537,0.00229506,0.00229506,
,,1.998,0.341,0.275,,278,,,,,,-0.022692,0.00641971,0.00641971,0.00246636,0.00246636,
,,1.997,0.342,0.274,,293,,,,,,-0.041943,0.00603231,0.00603231,0.00348678,0.00348678,
,,1.996,0.342,0.274,,308.1,,,,,,-0.040761,0.00978016,0.00978016,0.00424239,0.00424239,
,,1.996,0.343,0.274,,323.2,,,,,,-0.0325068,0.00764398,0.00764398,0.002888,0.002888,
,,1.996,0.344,0.274,,338.1,,,,,,-0.0535847,0.0092952,0.0092952,0.00743931,0.00743931,
,,1.989,0.343,0.274,,352.6,,,,,,-0.0293186,0.0149264,0.0149264,0.0158936,0.0158936,
,,1.988,0.451,0.275,,22.1,,,,,,0.040306,0.0114971,0.0114971,0.0104731,0.0104731,
,,1.995,0.451,0.274,,36.6,,,,,,0.0191886,0.0047662,0.0047662,0.0019621,0.0019621,
,,1.996,0.449,0.274,,51.8,,,,,,0.0215599,0.00483559,0.00483559,0.00290777,0.00290777,
,,1.997,0.448,0.275,,66.9,,,,,,0.0200746,0.00380655,0.00380655,0.00132945,0.00132945,
,,1.998,0.448,0.275,,82,,,,,,0.0137475,0.00357701,0.00357701,0.00244733,0.00244733,
,,1.999,0.448,0.275,,97.1,,,,,,0.00684106,0.00248101,0.00248101,0.00101355,0.00101355,
,,2,0.447,0.275,,127.2,,,,,,-0.0392662,0.0337579,0.0337579,0.00228959,0.00228959,
,,2.001,0.447,0.275,,172.5,,,,,,-0.0666825,0.0519299,0.0519299,0.00388822,0.00388822,
,,2,0.447,0.275,,247.9,,,,,,-0.0273481,0.015612,0.015612,0.0967984,0.0967984,
,,1.999,0.448,0.275,,262.9,,,,,,-0.00422277,0.00505082,0.00505082,0.00137537,0.00137537,
,,1.998,0.448,0.275,,278,,,,,,-0.0179434,0.00389501,0.00389501,0.00136208,0.00136208,
,,1.997,0.448,0.275,,293.1,,,,,,-0.0125454,0.00444449,0.00444449,0.00264612,0.00264612,
,,1.996,0.449,0.274,,308.2,,,,,,-0.0280369,0.00568411,0.00568411,0.00406331,0.00406331,
,,1.995,0.451,0.274,,323.4,,,,,,-0.0337742,0.00568094,0.00568094,0.00244281,0.00244281,
,,1.988,0.451,0.275,,337.9,,,,,,-0.057134,0.00900634,0.00900634,0.0121518,0.0121518,
,,1.974,0.606,0.276,,23.5,,,,,,0.0322855,0.0129658,0.0129658,0.00686166,0.00686166,
,,1.994,0.61,0.274,,36.4,,,,,,0.0186068,0.00464656,0.00464656,0.00149027,0.00149027,
,,1.995,0.608,0.275,,51.7,,,,,,0.00641383,0.00295871,0.00295871,0.00067719,0.00067719,
,,1.997,0.607,0.275,,66.8,,,,,,0.00795866,0.00257096,0.00257096,0.00080647,0.00080647,
,,1.998,0.606,0.275,,81.9,,,,,,0.00702237,0.00473498,0.00473498,0.00317263,0.00317263,
,,1.999,0.605,0.275,,97,,,,,,0.012565,0.00485556,0.00485556,0.000772324,0.000772324,
,,2.002,0.605,0.275,,157.4,,,,,,0.0089592,0.0262833,0.0262833,0.00999507,0.00999507,
,,2.001,0.605,0.275,,187.6,,,,,,-0.0248716,0.0270377,0.0270377,0.00332099,0.00332099,
,,1.999,0.605,0.275,,263,,,,,,-0.000783781,0.00177096,0.00177096,0.000406548,0.000406548,
,,1.998,0.606,0.275,,278.1,,,,,,-0.00334567,0.00248952,0.00248952,0.000474155,0.000474155,
,,1.997,0.607,0.275,,293.2,,,,,,-0.0166741,0.00294701,0.00294701,0.00111296,0.00111296,
,,1.995,0.608,0.275,,308.3,,,,,,-0.011381,0.00350338,0.00350338,0.00255559,0.00255559,
,,1.994,0.61,0.274,,323.6,,,,,,-0.0150254,0.00449008,0.00449008,0.002353,0.002353,
,,1.974,0.606,0.276,,336.5,,,,,,0.00958632,0.0109766,0.0109766,0.00203106,0.00203106,
,,1.977,0.896,0.275,,23.7,,,,,,0.0266872,0.00702344,0.00702344,0.00163488,0.00163488,
,,1.992,0.874,0.275,,36.3,,,,,,-0.000679301,0.00187747,0.00187747,0.00040277,0.00040277,
,,1.994,0.872,0.275,,51.6,,,,,,0.00124091,0.0012231,0.0012231,0.000337017,0.000337017,
,,1.996,0.871,0.275,,66.7,,,,,,0.00535318,0.0013532,0.0013532,0.000565492,0.000565492,
,,1.998,0.869,0.275,,81.9,,,,,,0.00564888,0.00202185,0.00202185,0.000351853,0.000351853,
,,2.001,0.867,0.275,,127.2,,,,,,0.009093,0.00773205,0.00773205,0.00146569,0.00146569,
,,2,0.867,0.274,,142.3,,,,,,0.00217342,0.00491427,0.00491427,0.000289684,0.000289684,
,,2.002,0.867,0.275,,157.5,,,,,,0.00183342,0.0157349,0.0157349,0.00154345,0.00154345,
,,2.002,0.867,0.275,,172.5,,,,,,0.00393888,0.00314481,0.00314481,0.00243516,0.00243516,
,,2.002,0.867,0.275,,187.5,,,,,,0.00345791,0.00812029,0.00812029,0.001721,0.001721,
,,2.002,0.867,0.275,,202.5,,,,,,0.00203766,0.003273,0.003273,0.000209203,0.000209203,
,,2,0.867,0.274,,217.7,,,,,,-0.00437958,0.0086632,0.0086632,0.000255371,0.000255371,
,,1.998,0.869,0.275,,278.1,,,,,,-0.000951461,0.00197266,0.00197266,0.00114426,0.00114426,
,,1.996,0.871,0.275,,293.3,,,,,,-0.00224017,0.00133777,0.00133777,0.000571428,0.000571428,
,,1.994,0.872,0.275,,308.4,,,,,,-0.00561307,0.00144704,0.00144704,0.000969384,0.000969384,
,,1.992,0.874,0.275,,323.7,,,,,,-0.00372501,0.00229561,0.00229561,0.000948595,0.000948595,
,,1.977,0.896,0.275,,336.3,,,,,,-0.00410662,0.00427433,0.00427433,0.0038026,0.0038026,
,,1.967,1.485,0.274,,7.9,,,,,,-0.000405109,0.00143032,0.00143032,0.00042744,0.00042744,
,,1.983,1.373,0.275,,21.2,,,,,,0.000815414,0.00121238,0.00121238,0.000427278,0.000427278,
,,1.989,1.39,0.275,,36.3,,,,,,-0.000609564,0.000777588,0.000777588,0.000148332,0.000148332,
,,1.993,1.393,0.275,,51.5,,,,,,0.000327257,0.000564053,0.000564053,0.000446122,0.000446122,
,,2.004,1.39,0.276,,127.4,,,,,,-0.000586267,0.000581982,0.000581982,9.79E-05,9.79E-05,
,,2,1.386,0.275,,142.3,,,,,,-0.000562546,0.0004418,0.0004418,0.00137155,0.00137155,
,,2.006,1.388,0.276,,172.6,,,,,,-0.000425106,0.00172047,0.00172047,0.000873607,0.000873607,
,,2,1.386,0.274,,247.9,,,,,,0.00161156,0.0079242,0.0079242,9.40E-05,9.40E-05,
,,1.997,1.393,0.275,,293.3,,,,,,-0.00208185,0.00104433,0.00104433,0.000225988,0.000225988,
,,1.993,1.393,0.275,,308.5,,,,,,-0.000391592,0.000516173,0.000516173,0.000473097,0.000473097,
,,1.989,1.39,0.275,,323.7,,,,,,-0.000457515,0.000938813,0.000938813,0.000553453,0.000553453,
,,1.983,1.373,0.275,,338.8,,,,,,-0.0027286,0.000907735,0.000907735,0.000666288,0.000666288,
,,1.967,1.485,0.274,,352.1,,,,,,-0.00220629,0.00159275,0.00159275,0.0068084,0.0068084,
,,2.406,0.112,0.273,,7.5,,,,,,0.0615059,0.0225581,0.0225581,0.0125554,0.0125554,
,,2.406,0.112,0.273,,22.4,,,,,,0.0376124,0.0200138,0.0200138,0.0125785,0.0125785,
,,2.406,0.111,0.273,,37.3,,,,,,0.00168176,0.0152809,0.0152809,0.00703819,0.00703819,
,,2.407,0.111,0.274,,67.3,,,,,,0.0232799,0.0165164,0.0165164,0.0171339,0.0171339,
,,2.408,0.11,0.274,,82.3,,,,,,0.0366079,0.0121092,0.0121092,0.018571,0.018571,
,,2.41,0.11,0.274,,97.3,,,,,,0.036454,0.0138175,0.0138175,0.00226803,0.00226803,
,,2.413,0.109,0.274,,127.4,,,,,,-0.00733036,0.0119122,0.0119122,0.00201617,0.00201617,
,,2.411,0.11,0.274,,247.7,,,,,,-0.00380928,0.00832615,0.00832615,0.00298654,0.00298654,
,,2.41,0.11,0.274,,262.7,,,,,,-0.032298,0.0124703,0.0124703,0.0129134,0.0129134,
,,2.408,0.11,0.274,,277.7,,,,,,-0.0189646,0.0109664,0.0109664,0.0076036,0.0076036,
,,2.407,0.111,0.274,,292.7,,,,,,-0.0693159,0.0167603,0.0167603,0.0173815,0.0173815,
,,2.406,0.111,0.274,,307.7,,,,,,-0.00229247,0.0163114,0.0163114,0.00942998,0.00942998,
,,2.406,0.111,0.273,,322.7,,,,,,-0.0155853,0.016061,0.016061,0.00294465,0.00294465,
,,2.406,0.112,0.273,,337.6,,,,,,-0.00570568,0.0179294,0.0179294,0.00984038,0.00984038,
,,2.406,0.112,0.273,,352.5,,,,,,-0.0603882,0.0232636,0.0232636,0.00588686,0.00588686,
,,2.387,0.154,0.275,,7.5,,,,,,0.0942775,0.0241307,0.0241307,0.00975687,0.00975687,
,,2.402,0.154,0.274,,22.4,,,,,,0.0690615,0.0241592,0.0241592,0.00516624,0.00516624,
,,2.415,0.155,0.274,,37.2,,,,,,0.0366042,0.0177299,0.0177299,0.00441736,0.00441736,
,,2.414,0.154,0.274,,52.2,,,,,,0.0675863,0.0126449,0.0126449,0.00535095,0.00535095,
,,2.414,0.154,0.274,,67.2,,,,,,0.0622755,0.0138111,0.0138111,0.0040488,0.0040488,
,,2.414,0.154,0.275,,82.2,,,,,,0.0271889,0.0123784,0.0123784,0.00225884,0.00225884,
,,2.415,0.153,0.275,,97.2,,,,,,0.0227507,0.00717482,0.00717482,0.00376608,0.00376608,
,,2.416,0.153,0.275,,112.3,,,,,,0.0277153,0.006114,0.006114,0.00237295,0.00237295,
,,2.417,0.153,0.275,,127.3,,,,,,0.0199466,0.0068314,0.0068314,0.00583223,0.00583223,
,,2.418,0.153,0.275,,142.4,,,,,,0.00865241,0.00746265,0.00746265,0.00881724,0.00881724,
,,2.418,0.153,0.275,,157.4,,,,,,-0.00542335,0.0111531,0.0111531,0.00166825,0.00166825,
,,2.419,0.153,0.275,,172.5,,,,,,0.0260186,0.0109953,0.0109953,0.0158287,0.0158287,
,,2.419,0.153,0.275,,187.5,,,,,,0.00479405,0.014352,0.014352,0.00143788,0.00143788,
,,2.418,0.153,0.275,,202.6,,,,,,0.0022056,0.00782731,0.00782731,0.00250609,0.00250609,
,,2.418,0.153,0.275,,217.6,,,,,,0.00179565,0.00828868,0.00828868,0.0017165,0.0017165,
,,2.417,0.153,0.275,,232.7,,,,,,-0.0254531,0.0101929,0.0101929,0.0135037,0.0135037,
,,2.416,0.153,0.275,,247.7,,,,,,-0.0152187,0.0074093,0.0074093,0.00719848,0.00719848,
,,2.415,0.153,0.275,,262.8,,,,,,-0.0304235,0.00834138,0.00834138,0.0043071,0.0043071,
,,2.414,0.154,0.275,,277.8,,,,,,-0.0270719,0.0108431,0.0108431,0.00355474,0.00355474,
,,2.414,0.154,0.274,,292.8,,,,,,-0.0474368,0.0146312,0.0146312,0.0118896,0.0118896,
,,2.414,0.154,0.274,,307.8,,,,,,-0.056588,0.0138925,0.0138925,0.00625867,0.00625867,
,,2.415,0.155,0.274,,322.8,,,,,,-0.0666343,0.016108,0.016108,0.00602161,0.00602161,
,,2.402,0.154,0.274,,337.6,,,,,,-0.0141016,0.0188797,0.0188797,0.00774123,0.00774123,
,,2.387,0.154,0.275,,352.5,,,,,,-0.0570107,0.0229426,0.0229426,0.00553252,0.00553252,
,,2.328,0.203,0.275,,7.6,,,,,,0.118401,0.0401116,0.0401116,0.0133511,0.0133511,
,,2.365,0.204,0.275,,22.6,,,,,,0.0331531,0.0261838,0.0261838,0.00751246,0.00751246,
